SampleID,Layer,Component,Quantity,,,,,,,,,
HONDA B611P (S2),1,BC 4002,6.7,,,,,,,,,
HONDA B611P (S2),1,BC 4041,35.1,,,,,,,,,
HONDA B611P (S2),1,BC 4019,29,,,,,,,,,
HONDA B611P (S2),1,BC 4117,18.1,,,,,,,,,
HONDA B611P (S2),1,BC 4051,4.5,,,,,,,,,
HONDA B611P (S2),1,BC 4014,4.5,,,,,,,,,
HONDA B611P (S2),1,BC 4985,1.5,,,,,,,,,
HONDA B611P (S2),1,BC 4030,0.6,,,,,,,,,
HONDA NH883P (S2),1,BC 4002,3.7,,,,,,,,,
HONDA NH883P (S2),1,BC 4019,80.7,,,,,,,,,
HONDA NH883P (S2),1,BC 4920,9.3,,,,,,,,,
HONDA NH883P (S2),1,BC 4941,4.6,,,,,,,,,
HONDA NH883P (S2),1,BC 4060,1,,,,,,,,,
HONDA NH883P (S2),1,BC 4580,0.7,,,,,,,,,
HONDA NH883P (S2),2,BC 4002,9.5,,,,,,,,,
HONDA NH883P (S2),2,BC 4010,67.1,,,,,,,,,
HONDA NH883P (S2),2,XB 4091,12.5,,,,,,,,,
HONDA NH883P (S2),2,BC 4510,6.4,,,,,,,,,
HONDA NH883P (S2),2,BC 4519,0.2,,,,,,,,,
HONDA NH883P (S2),2,BC 4110,4.3,,,,,,,,,
HONDA Y82A (S1),1,BC 4002,4.5,,,,,,,,,
HONDA Y82A (S1),1,BC 4561,39.1,,,,,,,,,
HONDA Y82A (S1),1,BC 4019,34,,,,,,,,,
HONDA Y82A (S1),1,BC 4162,19.5,,,,,,,,,
HONDA Y82A (S1),1,BC 4920,2.5,,,,,,,,,
HONDA Y82A (S1),1,BC 4580,0.4,,,,,,,,,
HONDA R575M (S1),1,BC 4002,4.6,,,,,,,,,
HONDA R575M (S1),1,BC 4084,39.4,,,,,,,,,
HONDA R575M (S1),1,XB 4581,27.4,,,,,,,,,
HONDA R575M (S1),1,BC 4582,16.2,,,,,,,,,
HONDA R575M (S1),1,BC 4511,6.5,,,,,,,,,
HONDA R575M (S1),1,BC 4082,4.2,,,,,,,,,
HONDA R575M (S1),1,BC 4025,1.7,,,,,,,,,
HONDA BG65P (S1),1,BC 4002,8.1,,,,,,,,,
HONDA BG65P (S1),1,BC 4014,55.3,,,,,,,,,
HONDA BG65P (S1),1,BC 4117,11.1,,,,,,,,,
HONDA BG65P (S1),1,BC 4051,7.4,,,,,,,,,
HONDA BG65P (S1),1,BC 4019,6.6,,,,,,,,,
HONDA BG65P (S1),1,BC 4440,5.2,,,,,,,,,
HONDA BG65P (S1),1,BC 4561,4.8,,,,,,,,,
HONDA BG65P (S1),1,BC 4519,1.5,,,,,,,,,
HONDA B618M (S1),1,BC 4002,5.4,,,,,,,,,
HONDA B618M (S1),1,BC 4526,65.2,,,,,,,,,
HONDA B618M (S1),1,BC 4117,22.2,,,,,,,,,
HONDA B618M (S1),1,BC 4519,5.7,,,,,,,,,
HONDA B618M (S1),1,BC 4440,1,,,,,,,,,
HONDA B618M (S1),1,BC 4047,0.5,,,,,,,,,
HONDA B568M (S2),1,BC 4002,6.4,,,,,,,,,
HONDA B568M (S2),1,BC 4934,24.2,,,,,,,,,
HONDA B568M (S2),1,BC 4440,22.6,,,,,,,,,
HONDA B568M (S2),1,BC 4010,20.7,,,,,,,,,
HONDA B568M (S2),1,BC 4811,17.1,,,,,,,,,
HONDA B568M (S2),1,BC 4084,4.5,,,,,,,,,
HONDA B568M (S2),1,BC 4117,1.9,,,,,,,,,
HONDA B568M (S2),1,BC 4517,1.4,,,,,,,,,
HONDA B568M (S2),1,BC 4014,1.2,,,,,,,,,
TOYOTA 3R1 (S1),1,BC 4002,4.9,,,,,,,,,
TOYOTA 3R1 (S1),1,BC 4580,58,,,,,,,,,
TOYOTA 3R1 (S1),1,BC 4283,32.5,,,,,,,,,
TOYOTA 3R1 (S1),1,BC 4025,2.5,,,,,,,,,
TOYOTA 3R1 (S1),1,BC 4084,2.1,,,,,,,,,
TOYOTA 3R1 (S1),2,BC 4002,3.7,,,,,,,,,
TOYOTA 3R1 (S1),2,XB 4581,32.6,,,,,,,,,
TOYOTA 3R1 (S1),2,BC 4082,27.6,,,,,,,,,
TOYOTA 3R1 (S1),2,BC 4283,21.5,,,,,,,,,
TOYOTA 3R1 (S1),2,BC 4188,6.2,,,,,,,,,
TOYOTA 3R1 (S1),2,BC 4110,8.4,,,,,,,,,
TOYOTA 3J8 (S1),1,BC 4002,3.8,,,,,,,,,
TOYOTA 3J8 (S1),1,BC 4082,28.2,,,,,,,,,
TOYOTA 3J8 (S1),1,BC 4188,27.7,,,,,,,,,
TOYOTA 3J8 (S1),1,BC 4511,20.4,,,,,,,,,
TOYOTA 3J8 (S1),1,BC 4084,10.3,,,,,,,,,
TOYOTA 3J8 (S1),1,BC 4025,9.6,,,,,,,,,
HONDA R513 (S1),1,BC 4002,2.6,,,,,,,,,
HONDA R513 (S1),1,BC 4681,74.3,,,,,,,,,
HONDA R513 (S1),1,BC 4283,22.1,,,,,,,,,
HONDA R513 (S1),1,BC 4920,1,,,,,,,,,
HYUNDAI RER (S1),1,BC 4002,6,,,,,,,,,
HYUNDAI RER (S1),1,BC 4082,32.9,,,,,,,,,
HYUNDAI RER (S1),1,BC 4283,27.7,,,,,,,,,
HYUNDAI RER (S1),1,BC 4511,23.5,,,,,,,,,
HYUNDAI RER (S1),1,XB 4107,2.9,,,,,,,,,
HYUNDAI RER (S1),1,BC 4110,7,,,,,,,,,
HYUNDAI X4A (S2),1,BC 4002,4.8,,,,,,,,,
HYUNDAI X4A (S2),1,BC 4074,20.1,,,,,,,,,
HYUNDAI X4A (S2),1,BC 4920,11.4,,,,,,,,,
HYUNDAI X4A (S2),1,BC 4681,9.9,,,,,,,,,
HYUNDAI X4A (S2),1,BC 4974,6.5,,,,,,,,,
HYUNDAI X4A (S2),1,BC 4526,5.2,,,,,,,,,
HYUNDAI X4A (S2),1,XB 4107,4.1,,,,,,,,,
HYUNDAI X4A (S2),1,BC 4985,1.5,,,,,,,,,
HYUNDAI X4A (S2),1,BC 4110,36.5,,,,,,,,,
HYUNDAI SAW (S1),1,BC 4002,3.6,,,,,,,,,
HYUNDAI SAW (S1),1,BC 4019,90.4,,,,,,,,,
HYUNDAI SAW (S1),1,BC 4920,5.2,,,,,,,,,
HYUNDAI SAW (S1),1,BC 4941,0.8,,,,,,,,,
SUZUKI ZCN (S1),1,BC 4002,4.9,,,,,,,,,
SUZUKI ZCN (S1),1,BC 4019,50.7,,,,,,,,,
SUZUKI ZCN (S1),1,BC 4017,40.6,,,,,,,,,
SUZUKI ZCN (S1),1,BC 4440,2,,,,,,,,,
SUZUKI ZCN (S1),1,BC 4025,1.2,,,,,,,,,
SUZUKI ZCN (S1),1,BC 4640,0.4,,,,,,,,,
SUZUKI ZCN (S1),1,BC 4030,0.2,,,,,,,,,
MERCEDES 783 (S1),1,BC 4002,5.5,,,,,,,,,
MERCEDES 783 (S1),1,BC 4117,65.8,,,,,,,,,
MERCEDES 783 (S1),1,BC 4014,13.7,,,,,,,,,
MERCEDES 783 (S1),1,BC 4025,6.6,,,,,,,,,
MERCEDES 783 (S1),1,BC 4511,0.5,,,,,,,,,
MERCEDES 783 (S1),1,BC 4110,7.9,,,,,,,,,
NISSAN CM1 (S1),1,BC 4002,4.9,,,,,,,,,
NISSAN CM1 (S1),1,BC 4117,75.3,,,,,,,,,
NISSAN CM1 (S1),1,BC 4026,13.6,,,,,,,,,
NISSAN CM1 (S1),1,BC 4014,2.2,,,,,,,,,
NISSAN CM1 (S1),1,BC 4060,2.2,,,,,,,,,
NISSAN CM1 (S1),1,BC 4080,1.8,,,,,,,,,
NISSAN T11 (S1),1,BC 4002,7.2,,,,,,,,,
NISSAN T11 (S1),1,BC 4019,22.4,,,,,,,,,
NISSAN T11 (S1),1,BC 4117,20,,,,,,,,,
NISSAN T11 (S1),1,BC 4014,16,,,,,,,,,
NISSAN T11 (S1),1,BC 4010,9.1,,,,,,,,,
NISSAN T11 (S1),1,BC 4954,6.7,,,,,,,,,
NISSAN T11 (S1),1,BC 4920,4.5,,,,,,,,,
NISSAN T11 (S1),1,BC 4640,2.4,,,,,,,,,
NISSAN T11 (S1),1,BC 4047,0.5,,,,,,,,,
NISSAN T11 (S1),1,BC 4110,11.2,,,,,,,,,
NISSAN D14 (S1),1,BC 4002,3.2,,,,,,,,,
NISSAN D14 (S1),1,BC 4025,52.9,,,,,,,,,
NISSAN D14 (S1),1,BC 4017,20.8,,,,,,,,,
NISSAN D14 (S1),1,BC 4060,13.7,,,,,,,,,
NISSAN D14 (S1),1,BC 4050,4.1,,,,,,,,,
NISSAN D14 (S1),1,BC 4518,3.9,,,,,,,,,
NISSAN D14 (S1),1,BC 4980,1.4,,,,,,,,,
NISSAN CK0 (S1),1,BC 4002,5.3,,,,,,,,,
NISSAN CK0 (S1),1,BC 4117,45.2,,,,,,,,,
NISSAN CK0 (S1),1,BC 4014,34,,,,,,,,,
NISSAN CK0 (S1),1,BC 4080,6.8,,,,,,,,,
NISSAN CK0 (S1),1,BC 4580,1.2,,,,,,,,,
NISSAN CK0 (S1),1,BC 4084,1.2,,,,,,,,,
NISSAN CK0 (S1),1,BC 4110,6.3,,,,,,,,,
NISSAN AX7 (S1),1,BC 4002,4.5,,,,,,,,,
NISSAN AX7 (S1),1,BC 4084,33.2,,,,,,,,,
NISSAN AX7 (S1),1,BC 4117,17.6,,,,,,,,,
NISSAN AX7 (S1),1,BC 4082,14.8,,,,,,,,,
NISSAN AX7 (S1),1,BC 4517,12.1,,,,,,,,,
NISSAN AX7 (S1),1,BC 4934,8,,,,,,,,,
NISSAN AX7 (S1),1,BC 4162,7.8,,,,,,,,,
NISSAN AX7 (S1),1,BC 4014,2,,,,,,,,,
BMW 354 (S1),1,BC 4002,5.7,,,,,,,,,
BMW 354 (S1),1,BC 4014,52,,,,,,,,,
BMW 354 (S1),1,BC 4117,29.8,,,,,,,,,
BMW 354 (S1),1,BC 4517,6.6,,,,,,,,,
BMW 354 (S1),1,BC 4519,3.2,,,,,,,,,
BMW 354 (S1),1,BC 4025,0.6,,,,,,,,,
BMW 354 (S1),1,BC 4110,2.1,,,,,,,,,
AUDI LC3L (S1),1,BC 4002,4.4,,,,,,,,,
AUDI LC3L (S1),1,BC 4188,25.6,,,,,,,,,
AUDI LC3L (S1),1,BC 4082,24.3,,,,,,,,,
AUDI LC3L (S1),1,BC 4511,24,,,,,,,,,
AUDI LC3L (S1),1,BC 4025,10.2,,,,,,,,,
AUDI LC3L (S1),1,BC 4580,3.1,,,,,,,,,
AUDI LC3L (S1),1,BC 4934,0.6,,,,,,,,,
AUDI LC3L (S1),1,BC 4110,7.8,,,,,,,,,
NISSAN Z54 (S1),1,BC 4002,5.4,,,,,,,,,
NISSAN Z54 (S1),1,BC 4117,51,,,,,,,,,
NISSAN Z54 (S1),1,BC 4954,10.7,,,,,,,,,
NISSAN Z54 (S1),1,BC 4025,10,,,,,,,,,
NISSAN Z54 (S1),1,BC 4510,9.4,,,,,,,,,
NISSAN Z54 (S1),1,BC 4010,7.1,,,,,,,,,
NISSAN Z54 (S1),1,BC 4519,5.4,,,,,,,,,
NISSAN Z54 (S1),1,BC 4051,0.5,,,,,,,,,
NISSAN Z54 (S1),1,BC 4041,0.5,,,,,,,,,
TOYOTA 8W7 (S1),1,BC 4002,4.9,,,,,,,,,
TOYOTA 8W7 (S1),1,BC 4047,32.9,,,,,,,,,
TOYOTA 8W7 (S1),1,BC 4640,24.5,,,,,,,,,
TOYOTA 8W7 (S1),1,BC 4934,8.4,,,,,,,,,
TOYOTA 8W7 (S1),1,BC 4010,8.2,,,,,,,,,
TOYOTA 8W7 (S1),1,BC 4030,7.8,,,,,,,,,
TOYOTA 8W7 (S1),1,BC 4012,2.2,,,,,,,,,
TOYOTA 8W7 (S1),1,XB 4704,1.1,,,,,,,,,
TOYOTA 8W7 (S1),1,BC 4110,10,,,,,,,,,
TOYOTA 8B6 (S1),1,BC 4002,4.8,,,,,,,,,
TOYOTA 8B6 (S1),1,BC 4440,29,,,,,,,,,
TOYOTA 8B6 (S1),1,BC 4047,28.8,,,,,,,,,
TOYOTA 8B6 (S1),1,BC 4017,14.2,,,,,,,,,
TOYOTA 8B6 (S1),1,BC 4640,14,,,,,,,,,
TOYOTA 8B6 (S1),1,BC 4014,4.6,,,,,,,,,
TOYOTA 8B6 (S1),1,BC 4030,0.9,,,,,,,,,
TOYOTA 8B6 (S1),1,BC 4110,3.7,,,,,,,,,
TOYOTA 746 (S1),1,BC 4002,5.5,,,,,,,,,
TOYOTA 746 (S1),1,BC 4640,32.8,,,,,,,,,
TOYOTA 746 (S1),1,BC 4050,21.9,,,,,,,,,
TOYOTA 746 (S1),1,BC 4117,16.9,,,,,,,,,
TOYOTA 746 (S1),1,BC 4025,12.3,,,,,,,,,
TOYOTA 746 (S1),1,BC 4440,7.6,,,,,,,,,
TOYOTA 746 (S1),1,BC 4014,2.5,,,,,,,,,
TOYOTA 746 (S1),1,BC 4110,0.5,,,,,,,,,
TOYOTA 586 (S1),1,BC 4002,4.8,,,,,,,,,
TOYOTA 586 (S1),1,BC 4117,47.7,,,,,,,,,
TOYOTA 586 (S1),1,BC 4526,25.3,,,,,,,,,
TOYOTA 586 (S1),1,BC 4060,10.5,,,,,,,,,
TOYOTA 586 (S1),1,BC 4025,1.9,,,,,,,,,
TOYOTA 586 (S1),1,BC 4080,0.7,,,,,,,,,
TOYOTA 586 (S1),1,BC 4110,9.1,,,,,,,,,
TOYOTA 3K4 (S1),1,BC 4002,5.1,,,,,,,,,
TOYOTA 3K4 (S1),1,BC 4082,64.8,,,,,,,,,
TOYOTA 3K4 (S1),1,BC 4511,18.8,,,,,,,,,
TOYOTA 3K4 (S1),1,BC 4084,6.3,,,,,,,,,
TOYOTA 3K4 (S1),1,BC 4014,2.5,,,,,,,,,
TOYOTA 3K4 (S1),1,BC 4017,2.5,,,,,,,,,
TOYOTA 1D7 (S1),1,BC 4002,6.2,,,,,,,,,
TOYOTA 1D7 (S1),1,BC 4117,48.8,,,,,,,,,
TOYOTA 1D7 (S1),1,BC 4526,14.4,,,,,,,,,
TOYOTA 1D7 (S1),1,BC 4014,13.5,,,,,,,,,
TOYOTA 1D7 (S1),1,BC 4026,11.7,,,,,,,,,
TOYOTA 1D7 (S1),1,BC 4080,1.6,,,,,,,,,
TOYOTA 1D7 (S1),1,BC 4110,3.8,,,,,,,,,
TOYOTA 6Q9 (S1),1,BC 4002,4.3,,,,,,,,,
TOYOTA 6Q9 (S1),1,BC 4014,31.9,,,,,,,,,
TOYOTA 6Q9 (S1),1,BC 4117,28.3,,,,,,,,,
TOYOTA 6Q9 (S1),1,BC 4061,12.3,,,,,,,,,
TOYOTA 6Q9 (S1),1,BC 4519,6.8,,,,,,,,,
TOYOTA 6Q9 (S1),1,BC 4162,4.6,,,,,,,,,
TOYOTA 6Q9 (S1),1,BC 4050,3.4,,,,,,,,,
TOYOTA 6Q9 (S1),1,BC 4110,8.4,,,,,,,,,
NISSAN KV6 (S1),1,BC 4002,8,,,,,,,,,
NISSAN KV6 (S1),1,BC 4117,56.2,,,,,,,,,
NISSAN KV6 (S1),1,BC 4014,20.4,,,,,,,,,
NISSAN KV6 (S1),1,BC 4025,3.5,,,,,,,,,
NISSAN KV6 (S1),1,BC 4080,1.5,,,,,,,,,
NISSAN KV6 (S1),1,BC 4560,1.2,,,,,,,,,
NISSAN KV6 (S1),1,BC 4110,9.2,,,,,,,,,
NISSAN A15 (S1),1,BC 4002,4.4,,,,,,,,,
NISSAN A15 (S1),1,BC 4082,35.5,,,,,,,,,
NISSAN A15 (S1),1,BC 4582,27,,,,,,,,,
NISSAN A15 (S1),1,BC 4080,9.4,,,,,,,,,
NISSAN A15 (S1),1,BC 4511,9.2,,,,,,,,,
NISSAN A15 (S1),1,XB 4581,6,,,,,,,,,
NISSAN A15 (S1),1,BC 4110,8.5,,,,,,,,,
NISSAN CT6 (S1),1,BC 4002,6.1,,,,,,,,,
NISSAN CT6 (S1),1,BC 4117,38.8,,,,,,,,,
NISSAN CT6 (S1),1,BC 4080,15.5,,,,,,,,,
NISSAN CT6 (S1),1,BC 4014,11.1,,,,,,,,,
NISSAN CT6 (S1),1,BC 4510,9.4,,,,,,,,,
NISSAN CT6 (S1),1,BC 4561,2.8,,,,,,,,,
NISSAN CT6 (S1),1,BC 4162,2.5,,,,,,,,,
NISSAN CT6 (S1),1,BC 4580,2.5,,,,,,,,,
NISSAN CT6 (S1),1,BC 4110,11.3,,,,,,,,,
NISSAN TJ4 (S1),1,BC 4002,4.8,,,,,,,,,
NISSAN TJ4 (S1),1,BC 4440,35,,,,,,,,,
NISSAN TJ4 (S1),1,BC 4117,25.2,,,,,,,,,
NISSAN TJ4 (S1),1,BC 4640,17.4,,,,,,,,,
NISSAN TJ4 (S1),1,BC 4030,11.6,,,,,,,,,
NISSAN TJ4 (S1),1,BC 4019,1,,,,,,,,,
NISSAN TJ4 (S1),1,BC 4110,5,,,,,,,,,
NISSAN KV8 (S1),1,BC 4002,4.8,,,,,,,,,
NISSAN KV8 (S1),1,BC 4517,44,,,,,,,,,
NISSAN KV8 (S1),1,BC 4117,16.7,,,,,,,,,
NISSAN KV8 (S1),1,BC 4510,11.2,,,,,,,,,
NISSAN KV8 (S1),1,BC 4025,8.1,,,,,,,,,
NISSAN KV8 (S1),1,BC 4934,6.2,,,,,,,,,
NISSAN KV8 (S1),1,BC 4519,0.5,,,,,,,,,
NISSAN KV8 (S1),1,BC 4640,0.2,,,,,,,,,
NISSAN KV8 (S1),1,BC 4110,8.3,,,,,,,,,
BMW X10 (S1),1,BC 4002,6.3,,,,,,,,,
BMW X10 (S1),1,BC 4640,28.1,,,,,,,,,
BMW X10 (S1),1,BC 4202,18.3,,,,,,,,,
BMW X10 (S1),1,XB 4704,17.9,,,,,,,,,
BMW X10 (S1),1,BC 4047,12.3,,,,,,,,,
BMW X10 (S1),1,BC 4010,9.1,,,,,,,,,
BMW X10 (S1),1,BC 4811,1.7,,,,,,,,,
BMW X10 (S1),1,BC 4110,6.3,,,,,,,,,
BMW C10 (S1),1,BC 4002,4.7,,,,,,,,,
BMW C10 (S1),1,BC 4047,27.9,,,,,,,,,
BMW C10 (S1),1,BC 4811,18.4,,,,,,,,,
BMW C10 (S1),1,BC 4440,14.6,,,,,,,,,
BMW C10 (S1),1,BC 4202,14.4,,,,,,,,,
BMW C10 (S1),1,BC 4934,6.7,,,,,,,,,
BMW C10 (S1),1,BC 4640,6.4,,,,,,,,,
BMW C10 (S1),1,BC 4010,4.5,,,,,,,,,
BMW C10 (S1),1,BC 4117,2.4,,,,,,,,,
MITSUBISHI D23 (S1),1,BC 4002,4.3,,,,,,,,,
MITSUBISHI D23 (S1),1,BC 4640,47.4,,,,,,,,,
MITSUBISHI D23 (S1),1,BC 4041,20.2,,,,,,,,,
MITSUBISHI D23 (S1),1,XB 4704,7.7,,,,,,,,,
MITSUBISHI D23 (S1),1,BC 4811,7.3,,,,,,,,,
MITSUBISHI D23 (S1),1,BC 4117,5.8,,,,,,,,,
MITSUBISHI D23 (S1),1,BC 4084,3.9,,,,,,,,,
MITSUBISHI D23 (S1),1,BC 4110,3.4,,,,,,,,,
TOYOTA B70 (S2),1,BC 4002,3.4,,,,,,,,,
TOYOTA B70 (S2),1,BC 4640,34.8,,,,,,,,,
TOYOTA B70 (S2),1,XB 4581,24.6,,,,,,,,,
TOYOTA B70 (S2),1,BC 4202,16.3,,,,,,,,,
TOYOTA B70 (S2),1,BC 4025,8.1,,,,,,,,,
TOYOTA B70 (S2),1,XB 4704,4.4,,,,,,,,,
TOYOTA B70 (S2),1,BC 4082,4.1,,,,,,,,,
TOYOTA B70 (S2),1,BC 4985,1.6,,,,,,,,,
TOYOTA B70 (S2),1,BC 4014,0.9,,,,,,,,,
TOYOTA B70 (S2),1,BC 4110,1.8,,,,,,,,,
TOYOTA 9AP (S1),1,BC 4002,3.8,,,,,,,,,
TOYOTA 9AP (S1),1,BC 4202,57.1,,,,,,,,,
TOYOTA 9AP (S1),1,BC 4082,9.8,,,,,,,,,
TOYOTA 9AP (S1),1,BC 4084,8.2,,,,,,,,,
TOYOTA 9AP (S1),1,BC 4010,6.1,,,,,,,,,
TOYOTA 9AP (S1),1,BC 4934,5.1,,,,,,,,,
TOYOTA 9AP (S1),1,BC 4518,4.2,,,,,,,,,
TOYOTA 9AP (S1),1,BC 4985,1.7,,,,,,,,,
TOYOTA 9AP (S1),1,BC 4110,4,,,,,,,,,
KIA U4G (S1),1,BC 4002,2.9,,,,,,,,,
KIA U4G (S1),1,BC 4517,44,,,,,,,,,
KIA U4G (S1),1,BC 4202,23.6,,,,,,,,,
KIA U4G (S1),1,BC 4518,14.3,,,,,,,,,
KIA U4G (S1),1,BC 4440,7.1,,,,,,,,,
KIA U4G (S1),1,BC 4030,2.2,,,,,,,,,
KIA U4G (S1),1,BC 4047,1.2,,,,,,,,,
KIA U4G (S1),1,BC 4560,1.2,,,,,,,,,
KIA U4G (S1),1,BC 4110,3.5,,,,,,,,,
KIA MN7 (S1),1,BC 4002,4.4,,,,,,,,,
KIA MN7 (S1),1,BC 4202,30.8,,,,,,,,,
KIA MN7 (S1),1,XB 4091,24.3,,,,,,,,,
KIA MN7 (S1),1,XB 4581,23.5,,,,,,,,,
KIA MN7 (S1),1,BC 4517,3.2,,,,,,,,,
KIA MN7 (S1),1,BC 4560,3.2,,,,,,,,,
KIA MN7 (S1),1,BC 4510,1.9,,,,,,,,,
KIA MN7 (S1),1,BC 4580,1.1,,,,,,,,,
KIA MN7 (S1),1,BC 4188,0.8,,,,,,,,,
KIA MN7 (S1),1,BC 4110,6.8,,,,,,,,,
KIA K3Y (S1),1,BC 4002,4.3,,,,,,,,,
KIA K3Y (S1),1,BC 4014,51.2,,,,,,,,,
KIA K3Y (S1),1,BC 4202,16.1,,,,,,,,,
KIA K3Y (S1),1,BC 4510,6.8,,,,,,,,,
KIA K3Y (S1),1,BC 4111,4.3,,,,,,,,,
KIA K3Y (S1),1,BC 4080,3,,,,,,,,,
KIA K3Y (S1),1,BC 4640,2.8,,,,,,,,,
KIA K3Y (S1),1,BC 4110,11.5,,,,,,,,,
KIA DO (S1),1,BC 4002,4.7,,,,,,,,,
KIA DO (S1),1,BC 4202,36.4,,,,,,,,,
KIA DO (S1),1,BC 4517,35.7,,,,,,,,,
KIA DO (S1),1,BC 4510,10.1,,,,,,,,,
KIA DO (S1),1,BC 4060,3.6,,,,,,,,,
KIA DO (S1),1,BC 4080,2.6,,,,,,,,,
KIA DO (S1),1,BC 4110,6.9,,,,,,,,,
KIA J5N (S1),1,BC 4002,9,,,,,,,,,
KIA J5N (S1),1,BC 4202,30.8,,,,,,,,,
KIA J5N (S1),1,BC 4974,18.3,,,,,,,,,
KIA J5N (S1),1,BC 4511,11,,,,,,,,,
KIA J5N (S1),1,BC 4080,9.5,,,,,,,,,
KIA J5N (S1),1,BC 4010,7.8,,,,,,,,,
KIA J5N (S1),1,BC 4019,4.5,,,,,,,,,
KIA J5N (S1),1,BC 4117,2.2,,,,,,,,,
KIA J5N (S1),1,BC 4110,6.9,,,,,,,,,
KIA K1P (S1),1,BC 4002,2.8,,,,,,,,,
KIA K1P (S1),1,BC 4580,55.9,,,,,,,,,
KIA K1P (S1),1,BC 4188,40.3,,,,,,,,,
KIA K1P (S1),1,BC 4019,1,,,,,,,,,
KIA K1P (S1),2,BC 4002,5.2,,,,,,,,,
KIA K1P (S1),2,BC 4084,47,,,,,,,,,
KIA K1P (S1),2,BC 4510,13.4,,,,,,,,,
KIA K1P (S1),2,XB 4308,10.6,,,,,,,,,
KIA K1P (S1),2,XB 4581,10.4,,,,,,,,,
KIA K1P (S1),2,BC 4526,4.5,,,,,,,,,
KIA K1P (S1),2,BC 4082,3.9,,,,,,,,,
KIA K1P (S1),2,BC 4985,3.5,,,,,,,,,
KIA K1P (S1),2,BC 4202,1.5,,,,,,,,,
KIA MU1 (S1),1,BC 4002,4.1,,,,,,,,,
KIA MU1 (S1),1,BC 4640,19,,,,,,,,,
KIA MU1 (S1),1,BC 4041,16.8,,,,,,,,,
KIA MU1 (S1),1,BC 4047,14.6,,,,,,,,,
KIA MU1 (S1),1,BC 4202,12.9,,,,,,,,,
KIA MU1 (S1),1,BC 4934,4.7,,,,,,,,,
KIA MU1 (S1),1,BC 4010,4.1,,,,,,,,,
KIA MU1 (S1),1,BC 4117,0.9,,,,,,,,,
KIA MU1 (S1),1,BC 4517,0.6,,,,,,,,,
KIA MU1 (S1),1,BC 4561,0.6,,,,,,,,,
KIA MU1 (S1),1,BC 4110,21.7,,,,,,,,,
KIA F2G (S1),1,BC 4002,4.1,,,,,,,,,
KIA F2G (S1),1,BC 4080,38,,,,,,,,,
KIA F2G (S1),1,BC 4117,21.4,,,,,,,,,
KIA F2G (S1),1,BC 4517,15.2,,,,,,,,,
KIA F2G (S1),1,BC 4202,8.6,,,,,,,,,
KIA F2G (S1),1,XB 4107,7.1,,,,,,,,,
KIA F2G (S1),1,BC 4084,1.5,,,,,,,,,
KIA F2G (S1),1,BC 4082,0.9,,,,,,,,,
KIA F2G (S1),1,BC 4110,3.2,,,,,,,,,
KIA K3N (S1),1,BC 4002,2.4,,,,,,,,,
KIA K3N (S1),1,BC 4202,43,,,,,,,,,
KIA K3N (S1),1,BC 4517,33.3,,,,,,,,,
KIA K3N (S1),1,BC 4080,5.8,,,,,,,,,
KIA K3N (S1),1,BC 4117,5.4,,,,,,,,,
KIA K3N (S1),1,BC 4030,2.4,,,,,,,,,
KIA K3N (S1),1,BC 4188,2.1,,,,,,,,,
KIA K3N (S1),1,BC 4047,1.1,,,,,,,,,
KIA K3N (S1),1,BC 4110,4.5,,,,,,,,,
KIA K5 (S1),1,BC 4002,5.1,,,,,,,,,
KIA K5 (S1),1,BC 4202,29,,,,,,,,,
KIA K5 (S1),1,BC 4640,14.3,,,,,,,,,
KIA K5 (S1),1,BC 4010,11.2,,,,,,,,,
KIA K5 (S1),1,BC 4811,10.5,,,,,,,,,
KIA K5 (S1),1,BC 4934,9.5,,,,,,,,,
KIA K5 (S1),1,BC 4111,9.3,,,,,,,,,
KIA K5 (S1),1,BC 4580,2.9,,,,,,,,,
KIA K5 (S1),1,BC 4030,2.5,,,,,,,,,
KIA K5 (S1),1,BC 4110,5.7,,,,,,,,,
BMW 303 (S2),1,BC 4002,5.7,,,,,,,,,
BMW 303 (S2),1,BC 4202,44.2,,,,,,,,,
BMW 303 (S2),1,BC 4025,25.3,,,,,,,,,
BMW 303 (S2),1,BC 4811,11.3,,,,,,,,,
BMW 303 (S2),1,BC 4017,7.1,,,,,,,,,
BMW 303 (S2),1,BC 4047,4.2,,,,,,,,,
BMW 303 (S2),1,BC 4560,1.6,,,,,,,,,
BMW 303 (S2),1,BC 4934,0.6,,,,,,,,,
BMW 303 (S4),1,BC 4002,4.9,,,,,,,,,
BMW 303 (S4),1,BC 4202,40.4,,,,,,,,,
BMW 303 (S4),1,BC 4025,26.6,,,,,,,,,
BMW 303 (S4),1,BC 4811,9.9,,,,,,,,,
BMW 303 (S4),1,BC 4640,5.2,,,,,,,,,
BMW 303 (S4),1,BC 4017,3.7,,,,,,,,,
BMW 303 (S4),1,BC 4188,2.3,,,,,,,,,
BMW 303 (S4),1,BC 4014,1.4,,,,,,,,,
BMW 303 (S4),1,BC 4110,5.6,,,,,,,,,
BMW 181 (S2),1,BC 4002,4.3,,,,,,,,,
BMW 181 (S2),1,BC 4025,51.1,,,,,,,,,
BMW 181 (S2),1,BC 4202,26.1,,,,,,,,,
BMW 181 (S2),1,BC 4047,9.2,,,,,,,,,
