SampleID,Tag_Brand,Tag_Color Code,Tag_Color,Tag_Edition,Bucket,Database,Tag_Coarseness,
RAL 7003 (S1)-LS,RAL,7003,MOOSGRAU,,1,CAMPAIGN MEASUREMENT,NA,
RAL 7004 (S1)-LS,RAL,7004,SIGNALGRAU,,1,CAMPAIGN MEASUREMENT,NA,
RAL 7005 (S1)-LS,RAL,7005,MAUSGRAU,,1,CAMPAIGN MEASUREMENT,NA,
RAL 7006 (S1)-LS,RAL,7006,BEIGEGRAU,,1,CAMPAIGN MEASUREMENT,NA,
RAL 7008 (S1)-LS,RAL,7008,KHAKIGRAU,,1,CAMPAIGN MEASUREMENT,NA,
RAL 7009 (S1)-LS,RAL,7009,GRUENGRAU,,1,CAMPAIGN MEASUREMENT,NA,
RAL 7010 (S1)-LS,RAL,7010,ZELTGRAU,,1,CAMPAIGN MEASUREMENT,NA,
RAL 7011 (S1)-LS,RAL,7011,EISENGRAU,,1,CAMPAIGN MEASUREMENT,NA,
RAL 7012 (S1)-LS,RAL,7012,BASALTGRAU,,1,CAMPAIGN MEASUREMENT,NA,
RAL 7013 (S1)-LS,RAL,7013,BRAUNGRAU,,1,CAMPAIGN MEASUREMENT,NA,
RAL 7015 (S1)-LS,RAL,7015,SCHIEFERGRAU,,1,CAMPAIGN MEASUREMENT,NA,
RAL 7016 (S1)-LS,RAL,7016,ANTHRAZITGRAU,,1,CAMPAIGN MEASUREMENT,NA,
RAL 7021 (S1)-LS,RAL,7021,SCHWARZGRAU,,1,CAMPAIGN MEASUREMENT,NA,
RAL 7022 (S1)-LS,RAL,7022,UMBRAGRAU,,1,CAMPAIGN MEASUREMENT,NA,
RAL 7023 (S1)-LS,RAL,7023,BETONGRAU,,1,CAMPAIGN MEASUREMENT,NA,
RAL 7024 (S1)-LS,RAL,7024,GRAPHITGRAU,,1,CAMPAIGN MEASUREMENT,NA,
RAL 7026 (S1)-LS,RAL,7026,GRANITGRAU,,1,CAMPAIGN MEASUREMENT,NA,
RAL 7030 (S1)-LS,RAL,7030,STEINGRAU,,1,CAMPAIGN MEASUREMENT,NA,
RAL 7031 (S1)-LS,RAL,7031,BLAUGRAU,,1,CAMPAIGN MEASUREMENT,NA,
RAL 7032 (S1)-LS,RAL,7032,KIESELGRAU,,1,CAMPAIGN MEASUREMENT,NA,
RAL 7033 (S1)-LS,RAL,7033,ZEMENTGRAU,,1,CAMPAIGN MEASUREMENT,NA,
RAL 7034 (S1)-LS,RAL,7034,GELBGRAU,,1,CAMPAIGN MEASUREMENT,NA,
RAL 7035 (S1)-LS,RAL,7035,LICHTGRAU,,1,CAMPAIGN MEASUREMENT,NA,
RAL 7036 (S1)-LS,RAL,7036,PLATINGRAU,,1,CAMPAIGN MEASUREMENT,NA,
RAL 7037 (S1)-LS,RAL,7037,STAUBGRAU,,1,CAMPAIGN MEASUREMENT,NA,
RAL 7038 (S1)-LS,RAL,7038,ACHATGRAU,,1,CAMPAIGN MEASUREMENT,NA,
RAL 7039 (S1)-LS,RAL,7039,QUARZGRAU,,1,CAMPAIGN MEASUREMENT,NA,
RAL 7042 (S1)-LS,RAL,7042,VERKEHRSGRAU A,,1,CAMPAIGN MEASUREMENT,NA,
RAL 7043 (S1)-LS,RAL,7043,VERKEHRSGRAU B,,1,CAMPAIGN MEASUREMENT,NA,
RAL 7044 (S1)-LS,RAL,7044,SEIDENGRAU,,1,CAMPAIGN MEASUREMENT,NA,
RAL 7045 (S1)-LS,RAL,7045,TELEGRAU 1,,1,CAMPAIGN MEASUREMENT,NA,
RAL 7046 (S1)-LS,RAL,7046,TELEGRAU 2,,1,CAMPAIGN MEASUREMENT,NA,
RAL 7047 (S1)-LS,RAL,7047,TELEGRAU 4,,1,CAMPAIGN MEASUREMENT,NA,
RAL 8000 (S1)-LS,RAL,8000,GRUENBRAUN,,1,CAMPAIGN MEASUREMENT,NA,
RAL 8001 (S1)-LS,RAL,8001,OCKERBRAUN,,1,CAMPAIGN MEASUREMENT,NA,
RAL 8002 (S1)-LS,RAL,8002,SIGNALBRAUN,,1,CAMPAIGN MEASUREMENT,NA,
RAL 8003 (S1)-LS,RAL,8003,LEHMBRAUN,,1,CAMPAIGN MEASUREMENT,NA,
RAL 8004 (S1)-LS,RAL,8004,KUPFERBRAUN,,1,CAMPAIGN MEASUREMENT,NA,
RAL 8007 (S1)-LS,RAL,8007,REHBRAUN,,1,CAMPAIGN MEASUREMENT,NA,
RAL 8008 (S1)-LS,RAL,8008,OLIVBRAUN,,1,CAMPAIGN MEASUREMENT,NA,
RAL 8011 (S1)-LS,RAL,8011,NUSSBRAUN,,1,CAMPAIGN MEASUREMENT,NA,
RAL 8012 (S1)-LS,RAL,8012,ROTBRAUN,,1,CAMPAIGN MEASUREMENT,NA,
RAL 8014 (S1)-LS,RAL,8014,SEPIABRAUN,,1,CAMPAIGN MEASUREMENT,NA,
RAL 8015 (S1)-LS,RAL,8015,KASTANIENBRAUN,,1,CAMPAIGN MEASUREMENT,NA,
RAL 8016 (S1)-LS,RAL,8016,MAHAGONIBRAUN,,1,CAMPAIGN MEASUREMENT,NA,
RAL 8017 (S1)-LS,RAL,8017,SCHOKOLADENBRAUN,,1,CAMPAIGN MEASUREMENT,NA,
RAL 8019 (S1)-LS,RAL,8019,GRAUBRAUN,,1,CAMPAIGN MEASUREMENT,NA,
RAL 8022 (S1)-LS,RAL,8022,SCHWARZBRAUN,,1,CAMPAIGN MEASUREMENT,NA,
RAL 8023 (S1)-LS,RAL,8023,ORANGEBRAUN,,1,CAMPAIGN MEASUREMENT,NA,
RAL 8024 (S1)-LS,RAL,8024,BEIGEBRAUN,,1,CAMPAIGN MEASUREMENT,NA,
RAL 8025 (S1)-LS,RAL,8025,BLASSBRAUN,,1,CAMPAIGN MEASUREMENT,NA,
RAL 8028 (S1)-LS,RAL,8028,TERRABRAUN,,1,CAMPAIGN MEASUREMENT,NA,
RAL 9001 (S1)-LS,RAL,9001,CREMEWEISS,,1,CAMPAIGN MEASUREMENT,NA,
RAL 9002 (S1)-LS,RAL,9002,GRAUWEISS,,1,CAMPAIGN MEASUREMENT,NA,
RAL 9003 (S1)-LS,RAL,9003,SIGNALWEISS,,1,CAMPAIGN MEASUREMENT,NA,
RAL 9004 (S1)-LS,RAL,9004,SIGNALSCHWARZ,,1,CAMPAIGN MEASUREMENT,NA,
RAL 9005 (S1)-LS,RAL,9005,TIEFSCHWARZ,,1,CAMPAIGN MEASUREMENT,NA,
RAL 9010 (S1)-LS,RAL,9010,REINWEISS,,1,CAMPAIGN MEASUREMENT,NA,
RAL 9011 (S1)-LS,RAL,9011,GRAPHITSCHWARZ,,1,CAMPAIGN MEASUREMENT,NA,
RAL 9017 (S1)-LS,RAL,9017,VERKEHRSSCHWARZ,,1,CAMPAIGN MEASUREMENT,NA,
RAL 9018 (S1)-LS,RAL,9018,PAPYRUSWEISS,,1,CAMPAIGN MEASUREMENT,NA,
RAL 1028 (S1)-LS,RAL,1028,MELONENGELB,,1,CAMPAIGN MEASUREMENT,NA,
RENAULT 389 (S1)-LS,RENAULT,389,BLANC GLACIER,1990-2020,,CAMPAIGN MEASUREMENT,NA,
DAEWOO 10L (S4)-LS,DAEWOO,10L,CASABLANCA WHITE,1993-2005,2,CAMPAIGN MEASUREMENT,NA,
PEUGEOT ELA (S1)-LS,PEUGEOT,ELA,BLEU D'ARABIE,1984-2002,2,CAMPAIGN MEASUREMENT,NA,
PEUGEOT ELA (S2)-LS,PEUGEOT,ELA,BLEU D'ARABIE,1984-2002,2,CAMPAIGN MEASUREMENT,NA,
PEUGEOT EJC (S1)-LS,PEUGEOT,EJC,BORDEAUX NICOLAS,2000-2002,2,CAMPAIGN MEASUREMENT,NA,
PEUGEOT KQD (S1)-LS,PEUGEOT,KQD,VERT ALEP,1996-2001,2,CAMPAIGN MEASUREMENT,NA,
PEUGEOT EHD (S1)-LS,PEUGEOT,EHD,ORANGE TENERE,1999-2002,2,CAMPAIGN MEASUREMENT,NA,
PEUGEOT EHE (S1)-LS,PEUGEOT,EHE,ORANGE EUROPCAR,1999-2002,2,CAMPAIGN MEASUREMENT,NA,
PEUGEOT EHK (S1)-LS,PEUGEOT,EHK,ORANGE TAXI,1993-2002,2,CAMPAIGN MEASUREMENT,NA,
PEUGEOT EGG (S1)-LS,PEUGEOT,EGG,BLEU COPERNIC,1996-2001,2,CAMPAIGN MEASUREMENT,NA,
PEUGEOT EJK (S1)-LS,PEUGEOT,EJK,ROUGE AVIS,1999-2002,2,CAMPAIGN MEASUREMENT,NA,
PEUGEOT EJX (S4)-LS,PEUGEOT,EJX,ROUGE FURIO,1997-2008,2,CAMPAIGN MEASUREMENT,NA,
PEUGEOT EWB (S1)-LS,PEUGEOT,EWB,BLANC CORFOU,1982-2016,2,CAMPAIGN MEASUREMENT,NA,
PEUGEOT ENM (S1)-LS,PEUGEOT,ENM,ROSSO SPEED,2011-2014,2,CAMPAIGN MEASUREMENT,NA,
PEUGEOT KLD (S1)-LS,PEUGEOT,KLD,BLEU DAVIS,1999-2002,2,CAMPAIGN MEASUREMENT,NA,
PEUGEOT EGJ (S1)-LS,PEUGEOT,EGJ,BLEU SANTORIN,1996-2007,2,CAMPAIGN MEASUREMENT,NA,
PEUGEOT KNP (S1)-LS,PEUGEOT,KNP,BLEU IMPERIAL,1993-2021,2,CAMPAIGN MEASUREMENT,NA,
PEUGEOT EJC (S3)-LS,PEUGEOT,EJC,BORDEAUX NICOLAS,2000-2002,2,CAMPAIGN MEASUREMENT,NA,
PEUGEOT KDF (S1)-LS,PEUGEOT,KDF,IVOIRE PAGANINI,2006-2010,2,CAMPAIGN MEASUREMENT,NA,
PEUGEOT ENY (S1)-LS,PEUGEOT,ENY,BLEU NAVIRE,1987-1999,2,CAMPAIGN MEASUREMENT,NA,
PEUGEOT EQB (S1)-LS,PEUGEOT,EQB,VERT LA REDOUTE,1999-2002,2,CAMPAIGN MEASUREMENT,NA,
PEUGEOT ERB (S1)-LS,PEUGEOT,ERB,VERT EAUX ET FORETS,1999-2002,2,CAMPAIGN MEASUREMENT,NA,
PEUGEOT EWB (S4)-LS,PEUGEOT,EWB,BLANC CORFOU,1982-2016,2,CAMPAIGN MEASUREMENT,NA,
PEUGEOT EWT (S1)-LS,PEUGEOT,EWT,BLANC MEIJE,1977-2002,2,CAMPAIGN MEASUREMENT,NA,
PEUGEOT EJZ (S2)-LS,PEUGEOT,EJZ,ROUGE ANDALOU,1988-2004,2,CAMPAIGN MEASUREMENT,NA,
PEUGEOT EJX (S1)-LS,PEUGEOT,EJX,ROUGE FURIO,1997-2008,2,CAMPAIGN MEASUREMENT,NA,
PEUGEOT EWD (S1)-LS,PEUGEOT,EWD,BLANC VOILE,1975-2002,2,CAMPAIGN MEASUREMENT,NA,
PEUGEOT EJZ (S1)-LS,PEUGEOT,EJZ,ROUGE ANDALOU,1988-2004,2,CAMPAIGN MEASUREMENT,NA,
MAZDA UC (S1)-LS,MAZDA,UC,CRYSTAL WHITE,1988-1994,2,CAMPAIGN MEASUREMENT,NA,
HYUNDAI NW (S3)-LS,HYUNDAI,NW,NOBLE WHITE,1990-2012,2,CAMPAIGN MEASUREMENT,NA,
AUDI LB9A (S3)-LS,AUDI,LB9A,CANDYWEISS,1992-2020,2,CAMPAIGN MEASUREMENT,NA,
AUDI LB9A (S4)-LS,AUDI,LB9A,CANDYWEISS,1992-2020,2,CAMPAIGN MEASUREMENT,NA,
HYUNDAI 3M (S3)-LS,HYUNDAI,3M,VANILLA WHITE,2006-2016,2,CAMPAIGN MEASUREMENT,NA,
HYUNDAI NW (S4)-LS,HYUNDAI,NW,NOBLE WHITE,1990-2012,2,CAMPAIGN MEASUREMENT,NA,
AUDI L90E (S1)-LS,AUDI,L90E,ALPINWEISS,1977-2008,2,CAMPAIGN MEASUREMENT,NA,
AUDI LU1A (S1)-LS,AUDI,LU1A,AMARELO SANGHAI,1994-2007,2,CAMPAIGN MEASUREMENT,NA,
AUDI LN1D (S1)-LS,AUDI,LN1D,BAMBUSGELB,1989-2008,2,CAMPAIGN MEASUREMENT,NA,
AUDI LY9F (S1)-LS,AUDI,LY9F,BRILLANTWEISS,1997-2004,2,CAMPAIGN MEASUREMENT,NA,
AUDI L90B (S1)-LS,AUDI,L90B,ALPINWEISS,1977-1988,2,CAMPAIGN MEASUREMENT,NA,
AUDI LH8B (S1)-LS,AUDI,LH8B,ASSUANBRAUN,1978-1984,2,CAMPAIGN MEASUREMENT,NA,
AUDI LL1D (S1)-LS,AUDI,LL1D,AMAG BEIGE,1988-1994,2,CAMPAIGN MEASUREMENT,NA,
AUDI LY9D (S1)-LS,AUDI,LY9D,ARKTISWEISS,2002-2007,2,CAMPAIGN MEASUREMENT,NA,
AUDI LP5G (S1)-LS,AUDI,LP5G,AEG BLAU,1987-1995,2,CAMPAIGN MEASUREMENT,NA,
AUDI LF5D (S1)-LS,AUDI,LF5D,ARCTICBLAU,1996-2008,2,CAMPAIGN MEASUREMENT,NA,
AUDI LY5D (S1)-LS,AUDI,LY5D,AZURITBLAU,1986-1995,2,CAMPAIGN MEASUREMENT,NA,
AUDI LD2A (S1)-LS,AUDI,LD2A,APRICOT,1994-1996,2,CAMPAIGN MEASUREMENT,NA,
AUDI LG5A (S1)-LS,AUDI,LG5A,CAMEO BLUE,1998-2001,2,CAMPAIGN MEASUREMENT,NA,
AUDI LL1H (S1)-LS,AUDI,LL1H,CHAMPAGNERGELB,1990-1990,2,CAMPAIGN MEASUREMENT,NA,
AUDI LN1K (S1)-LS,AUDI,LN1K,CHROMGELB,1989-2020,2,CAMPAIGN MEASUREMENT,NA,
AUDI LL1G (S1)-LS,AUDI,LL1G,CAYENNEGELB,1991-2008,2,CAMPAIGN MEASUREMENT,NA,
AUDI LI9A (S1)-LS,AUDI,LI9A,BRANCO GEADA,2001-2001,2,CAMPAIGN MEASUREMENT,NA,
AUDI LF9S (S1)-LS,AUDI,LF9S,BRILLANTSCHWARZ,1986-2006,2,CAMPAIGN MEASUREMENT,NA,
AUDI LE9C (S1)-LS,AUDI,LE9C,CASHMERE WHITE,1980-1987,2,CAMPAIGN MEASUREMENT,NA,
AUDI LY1B (S1)-LS,AUDI,LY1B,BRILLANTGELB,1995-2004,2,CAMPAIGN MEASUREMENT,NA,
AUDI LY2D (S1)-LS,AUDI,LY2D,DOTTERGELB,1994-1994,2,CAMPAIGN MEASUREMENT,NA,
AUDI LN1P (S1)-LS,AUDI,LN1P,DAENISCH POSTGELB,1992-1992,2,CAMPAIGN MEASUREMENT,NA,
AUDI LP1L (S1)-LS,AUDI,LP1L,GELB,1989-2008,2,CAMPAIGN MEASUREMENT,NA,
AUDI LE7A (S1)-LS,AUDI,LE7A,CINZA MARINE,2011-2011,2,CAMPAIGN MEASUREMENT,NA,
AUDI LY3J (S1)-LS,AUDI,LY3J,BRILLANTROT,2002-2017,2,CAMPAIGN MEASUREMENT,NA,
AUDI LW3B (S1)-LS,AUDI,LW3B,CORAL RED,2016-2018,2,CAMPAIGN MEASUREMENT,NA,
AUDI LP3K (S1)-LS,AUDI,LP3K,COLAROT,1995-2022,2,CAMPAIGN MEASUREMENT,NA,
AUDI LW3A (S1)-LS,AUDI,LW3A,CONZEPTROT,1998-2006,2,CAMPAIGN MEASUREMENT,NA,
AUDI LP3B (S1)-LS,AUDI,LP3B,COLA ROT,1989-1995,2,CAMPAIGN MEASUREMENT,NA,
AUDI LY9E (S1)-LS,AUDI,LY9E,CLASSICWEISS,1990-1993,2,CAMPAIGN MEASUREMENT,NA,
AUDI LP6K (S1)-LS,AUDI,LP6K,CLIFFGRUEN,1989-2019,2,CAMPAIGN MEASUREMENT,NA,
AUDI LY1M (S1)-LS,AUDI,LY1M,BAHIABEIGE,1983-1990,2,CAMPAIGN MEASUREMENT,NA,
AUDI LB3A (S1)-LS,AUDI,LB3A,BORDEAUXROT,1981-1991,2,CAMPAIGN MEASUREMENT,NA,
AUDI LH1B (S1)-LS,AUDI,LH1B,BAMBUSGELB,1980-2008,2,CAMPAIGN MEASUREMENT,NA,
AUDI LF6B (S1)-LS,AUDI,LF6B,ATLANTIKGRUEN,1996-1996,2,CAMPAIGN MEASUREMENT,NA,
AUDI LD5D (S1)-LS,AUDI,LD5D,CHAGALLBLAU,1994-2006,2,CAMPAIGN MEASUREMENT,NA,
AUDI LD5C (S1)-LS,AUDI,LD5C,CORNFLOWER BLUE,2013-2022,2,CAMPAIGN MEASUREMENT,NA,
AUDI LH5H (S1)-LS,AUDI,LH5H,CORNATBLAU,1980-2008,2,CAMPAIGN MEASUREMENT,NA,
AUDI LK5E (S1)-LS,AUDI,LK5E,CAPRIBLAU,1984-1991,2,CAMPAIGN MEASUREMENT,NA,
AUDI L1T1 (S1)-LS,AUDI,L1T1,GELB,1989-1992,2,CAMPAIGN MEASUREMENT,NA,
AUDI LN1N (S1)-LS,AUDI,LN1N,CURRYGELB,1989-2019,2,CAMPAIGN MEASUREMENT,NA,
AUDI LA6C (S1)-LS,AUDI,LA6C,EVER GREEN,1997-2004,2,CAMPAIGN MEASUREMENT,NA,
AUDI LR132 (S1)-LS,AUDI,LR132,GINSTERGELB,1996-2020,2,CAMPAIGN MEASUREMENT,NA,
AUDI LD1D (S1)-LS,AUDI,LD1D,DOUBLE YELLOW,1997-2006,2,CAMPAIGN MEASUREMENT,NA,
AUDI LA5H (S1)-LS,AUDI,LA5H,DEEP OCEAN BLUE,2011-2022,2,CAMPAIGN MEASUREMENT,NA,
AUDI LL5T (S1)-LS,AUDI,LL5T,DUNKELBLAU,1994-2004,2,CAMPAIGN MEASUREMENT,NA,
AUDI LP5L (S1)-LS,AUDI,LP5L,DARK PETROL,2017-2021,2,CAMPAIGN MEASUREMENT,NA,
AUDI LY3N (S1)-LS,AUDI,LY3N,DYNAMITROT,2015-2019,2,CAMPAIGN MEASUREMENT,NA,
AUDI LB6C (S1)-LS,AUDI,LB6C,ENGLISCHGRUEN,1992-2010,2,CAMPAIGN MEASUREMENT,NA,
AUDI L32 (S1)-LS,AUDI,L32,DUNKELBLAU,1946-1951,2,CAMPAIGN MEASUREMENT,NA,
AUDI LY4C (S1)-LS,AUDI,LY4C,BRILLANTVIOLETT,1992-2000,2,CAMPAIGN MEASUREMENT,NA,
AUDI LR300 (S1)-LS,AUDI,LR300,FEUERROT,1994-2019,2,CAMPAIGN MEASUREMENT,NA,
AUDI LP3G (S1)-LS,AUDI,LP3G,FLASHROT,1991-2022,2,CAMPAIGN MEASUREMENT,NA,
AUDI LN1E (S1)-LS,AUDI,LN1E,DUNKELGELB,1989-2008,2,CAMPAIGN MEASUREMENT,NA,
AUDI LJ1A (S1)-LS,AUDI,LJ1A,GELB 95,1995-2008,2,CAMPAIGN MEASUREMENT,NA,
AUDI LB6D (S1)-LS,AUDI,LB6D,DUNKELGRUEN,1984-2008,2,CAMPAIGN MEASUREMENT,NA,
AUDI LF3K (S1)-LS,AUDI,LF3K,CORRIDA ROT,2002-2007,2,CAMPAIGN MEASUREMENT,NA,
AUDI LL7E (S1)-LS,AUDI,LL7E,FLANELLGRAU,1995-2011,2,CAMPAIGN MEASUREMENT,NA,
AUDI LF6F (S1)-LS,AUDI,LF6F,FRIESENGRUEN,1997-2004,2,CAMPAIGN MEASUREMENT,NA,
AUDI LW1M (S1)-LS,AUDI,LW1M,GLAM BEIGE,2013-2014,2,CAMPAIGN MEASUREMENT,NA,
AUDI L336 (S1)-LS,AUDI,L336,DEEP BLUE,1956-1959,2,CAMPAIGN MEASUREMENT,NA,
AUDI LN1H (S1)-LS,AUDI,LN1H,GELB,1989-2008,2,CAMPAIGN MEASUREMENT,NA,
AUDI LA3B (S1)-LS,AUDI,LA3B,GAMBIAROT,1981-2010,2,CAMPAIGN MEASUREMENT,NA,
AUDI LL6T (S1)-LS,AUDI,LL6T,FRIESENGRUEN,1995-2014,2,CAMPAIGN MEASUREMENT,NA,
AUDI LT6A (S1)-LS,AUDI,LT6A,ESCORIALGRUEN,1983-2008,2,CAMPAIGN MEASUREMENT,NA,
AUDI LH6R (S1)-LS,AUDI,LH6R,HIPPIEGRUEN 99,1997-2008,2,CAMPAIGN MEASUREMENT,NA,
AUDI LT5B (S1)-LS,AUDI,LT5B,KLM BLAU,1993-2008,2,CAMPAIGN MEASUREMENT,NA,
AUDI L1T6 (S1)-LS,AUDI,L1T6,GRUEN,1989-1992,2,CAMPAIGN MEASUREMENT,NA,
AUDI LH6T (S1)-LS,AUDI,LH6T,GRUEN,1981-1990,2,CAMPAIGN MEASUREMENT,NA,
AUDI LO7Q (S1)-LS,AUDI,LO7Q,HELLELFENBEIN,1979-2008,2,CAMPAIGN MEASUREMENT,NA,
AUDI LL6C (S1)-LS,AUDI,LL6C,HEATHGRUEN,1993-2008,2,CAMPAIGN MEASUREMENT,NA,
AUDI L75 (S1)-LS,AUDI,L75,HELLBEIGE,1950-1956,2,CAMPAIGN MEASUREMENT,NA,
AUDI LH7T (S1)-LS,AUDI,LH7T,GELBGRAU,1989-1990,2,CAMPAIGN MEASUREMENT,NA,
AUDI LY9C (S1)-LS,AUDI,LY9C,IBISWEISS,2006-2022,2,CAMPAIGN MEASUREMENT,NA,
AUDI LD8A (S1)-LS,AUDI,LD8A,HAVANNABRAUN,1981-1985,2,CAMPAIGN MEASUREMENT,NA,
AUDI LB6F (S1)-LS,AUDI,LB6F,DARKCOURTGREEN,2004-2005,2,CAMPAIGN MEASUREMENT,NA,
AUDI LT5D (S1)-LS,AUDI,LT5D,HERMESBLAU,1993-2006,2,CAMPAIGN MEASUREMENT,NA,
AUDI LP5F (S1)-LS,AUDI,LP5F,DENIM BLUE,2011-2016,2,CAMPAIGN MEASUREMENT,NA,
AUDI L68Q (S1)-LS,AUDI,L68Q,DUNKELGRUEN,1976-2008,2,CAMPAIGN MEASUREMENT,NA,
AUDI LR6A (S1)-LS,AUDI,LR6A,FANTASIA GRUEN,1998-2008,2,CAMPAIGN MEASUREMENT,NA,
AUDI L567 (S1)-LS,AUDI,L567,ELFENBEIN,1964-1991,2,CAMPAIGN MEASUREMENT,NA,
AUDI LY1A (S1)-LS,AUDI,LY1A,GINSTER,1988-1996,2,CAMPAIGN MEASUREMENT,NA,
AUDI LL6N (S1)-LS,AUDI,LL6N,JAVAGRUEN,1990-2008,2,CAMPAIGN MEASUREMENT,NA,
AUDI L2T1 (S1)-LS,AUDI,L2T1,HELLBRAUN,1989-1992,2,CAMPAIGN MEASUREMENT,NA,
AUDI LN6H (S1)-LS,AUDI,LN6H,GRUEN,1992-2008,2,CAMPAIGN MEASUREMENT,NA,
AUDI LF3G (S1)-LS,AUDI,LF3G,HIMBEERROT,1998-1998,2,CAMPAIGN MEASUREMENT,NA,
AUDI LJ5C (S1)-LS,AUDI,LJ5C,GRUENBLAU,1995-1995,2,CAMPAIGN MEASUREMENT,NA,
AUDI LF5J (S1)-LS,AUDI,LF5J,HELLBLAU SKY,2000-2000,2,CAMPAIGN MEASUREMENT,NA,
AUDI LJ6A (S1)-LS,AUDI,LJ6A,HOLLANDGRUEN,1995-2008,2,CAMPAIGN MEASUREMENT,NA,
AUDI LY6H (S1)-LS,AUDI,LY6H,LICHTGRUEN,1995-1997,2,CAMPAIGN MEASUREMENT,NA,
AUDI LM1A (S1)-LS,AUDI,LM1A,LEMONGELB,1986-1987,2,CAMPAIGN MEASUREMENT,NA,
AUDI LE5B (S1)-LS,AUDI,LE5B,LAGO BLUE,1979-1987,2,CAMPAIGN MEASUREMENT,NA,
AUDI LP2C (S1)-LS,AUDI,LP2C,LEUCHTORANGE,1989-2022,2,CAMPAIGN MEASUREMENT,NA,
AUDI LA3G (S1)-LS,AUDI,LA3G,KLASSIKROT,1990-2017,2,CAMPAIGN MEASUREMENT,NA,
AUDI L345 (S1)-LS,AUDI,L345,LICHTGRAU,1958-2017,2,CAMPAIGN MEASUREMENT,NA,
AUDI L20B (S1)-LS,AUDI,L20B,LEUCHTORANGE,1971-1990,2,CAMPAIGN MEASUREMENT,NA,
AUDI LL5M (S1)-LS,AUDI,LL5M,INDIENBLAU,1990-2017,2,CAMPAIGN MEASUREMENT,NA,
AUDI LF5M (S1)-LS,AUDI,LF5M,LASER BLAU,2002-2002,2,CAMPAIGN MEASUREMENT,NA,
AUDI LN1M (S1)-LS,AUDI,LN1M,LEMONGELB,1989-2007,2,CAMPAIGN MEASUREMENT,NA,
AUDI LP6M (S1)-LS,AUDI,LP6M,KARIBIKGRUEN,1990-2019,2,CAMPAIGN MEASUREMENT,NA,
AUDI LH3T (S1)-LS,AUDI,LH3T,KIRSCHROT,2015-2022,2,CAMPAIGN MEASUREMENT,NA,
AUDI LL1E (S1)-LS,AUDI,LL1E,HOLLANDGELB,1989-1992,2,CAMPAIGN MEASUREMENT,NA,
AUDI LM3A (S1)-LS,AUDI,LM3A,INDISCHROT,1978-1988,2,CAMPAIGN MEASUREMENT,NA,
AUDI LS1L (S1)-LS,AUDI,LS1L,MARFIL YELLOW,2004-2006,2,CAMPAIGN MEASUREMENT,NA,
AUDI LY1E (S1)-LS,AUDI,LY1E,MANGOGELB,1984-1986,2,CAMPAIGN MEASUREMENT,NA,
AUDI LP5K (S1)-LS,AUDI,LP5K,LIMOGEBLAU,1989-1995,2,CAMPAIGN MEASUREMENT,NA,
AUDI LA5E (S1)-LS,AUDI,LA5E,MARITIMBLAU,1990-2011,2,CAMPAIGN MEASUREMENT,NA,
AUDI LY3H (S1)-LS,AUDI,LY3H,LASERROT,1990-2008,2,CAMPAIGN MEASUREMENT,NA,
AUDI LK3D (S1)-LS,AUDI,LK3D,LOBSTERROT,1991-1993,2,CAMPAIGN MEASUREMENT,NA,
AUDI LW2A (S1)-LS,AUDI,LW2A,MALIORANGE,1997-1999,2,CAMPAIGN MEASUREMENT,NA,
AUDI LF5C (S1)-LS,AUDI,LF5C,KOENIGSBLAU,1996-1996,2,CAMPAIGN MEASUREMENT,NA,
AUDI LG1N (S1)-LS,AUDI,LG1N,LEMONGELB,1998-2006,2,CAMPAIGN MEASUREMENT,NA,
AUDI LY2C (S1)-LS,AUDI,LY2C,MANDARIN,1995-1996,2,CAMPAIGN MEASUREMENT,NA,
AUDI LD3A (S1)-LS,AUDI,LD3A,MARRONROT,1988-1989,2,CAMPAIGN MEASUREMENT,NA,
AUDI LA5B (S1)-LS,AUDI,LA5B,MARINEBLAU,1982-2008,2,CAMPAIGN MEASUREMENT,NA,
AUDI LY1F (S1)-LS,AUDI,LY1F,MANIOKGELB,1998-1999,2,CAMPAIGN MEASUREMENT,NA,
AUDI LL1L (S1)-LS,AUDI,LL1L,MANILABEIGE,1991-2008,2,CAMPAIGN MEASUREMENT,NA,
AUDI LN6C (S1)-LS,AUDI,LN6C,LEMONGRUEN,1992-2007,2,CAMPAIGN MEASUREMENT,NA,
AUDI LH3D (S1)-LS,AUDI,LH3D,MARSALAROT,1983-2007,2,CAMPAIGN MEASUREMENT,NA,
AUDI LP3H (S1)-LS,AUDI,LP3H,MARSROT,1990-2019,2,CAMPAIGN MEASUREMENT,NA,
AUDI LE5T (S1)-LS,AUDI,LE5T,MIDNIGHT BLUE,1981-1981,2,CAMPAIGN MEASUREMENT,NA,
AUDI LP7C (S1)-LS,AUDI,LP7C,MOLE GREY,2017-2017,2,CAMPAIGN MEASUREMENT,NA,
AUDI L30H (S1)-LS,AUDI,L30H,MONTANAROT,1968-1983,2,CAMPAIGN MEASUREMENT,NA,
AUDI LA3A (S1)-LS,AUDI,LA3A,MARSROT,1979-1987,2,CAMPAIGN MEASUREMENT,NA,
AUDI LA8A (S1)-LS,AUDI,LA8A,MERIANBRAUN,1979-1987,2,CAMPAIGN MEASUREMENT,NA,
AUDI LE6D (S1)-LS,AUDI,LE6D,MOUNTAIN GREEN,1983-1988,2,CAMPAIGN MEASUREMENT,NA,
