SampleID,Tag_Brand,Tag_Color Code,Tag_Color,Tag_Edition,Bucket,Database,Tag_Coarseness,
CHRYSLER NF2 (S1)-LS,CHRYSLER,NF2,SPITFIRE,2016-2022,2,CAMPAIGN MEASUREMENT,NA,
CHRYSLER 565 (S1)-LS,CHRYSLER,565,VICTORIA IVORY,1949-1952,2,CAMPAIGN MEASUREMENT,NA,
CHRYSLER LRN (S1)-LS,CHRYSLER,LRN,VIPER RED,1992-2010,2,CAMPAIGN MEASUREMENT,NA,
CHRYSLER KYV (S1)-LS,CHRYSLER,KYV,STINGER YELLOW,2012-2022,2,CAMPAIGN MEASUREMENT,NA,
CHRYSLER PYH (S1)-LS,CHRYSLER,PYH,SOLAR YELLOW,1999-2007,2,CAMPAIGN MEASUREMENT,NA,
CHRYSLER SW5 (S1)-LS,CHRYSLER,SW5,STONE WHITE,1996-1996,2,CAMPAIGN MEASUREMENT,NA,
CHRYSLER K59 (S1)-LS,CHRYSLER,K59,SAN MARINO YELLOW,1982-1991,2,CAMPAIGN MEASUREMENT,NA,
CHRYSLER PW1 (S1)-LS,CHRYSLER,PW1,STONE WHITE,1996-2015,2,CAMPAIGN MEASUREMENT,NA,
CHRYSLER PP2 (S1)-LS,CHRYSLER,PP2,SEA BLUE,1994-1994,2,CAMPAIGN MEASUREMENT,NA,
CHRYSLER W83 (S1)-LS,CHRYSLER,W83,SCOTIA WHITE,1992-1996,2,CAMPAIGN MEASUREMENT,NA,
CHRYSLER 268 (S1)-LS,CHRYSLER,268,SNOW WHITE,2012-2012,2,CAMPAIGN MEASUREMENT,NA,
CHRYSLER 603 (S1)-LS,CHRYSLER,603,SUMAC RED,1941-1948,2,CAMPAIGN MEASUREMENT,NA,
CHRYSLER GR4 (S1)-LS,CHRYSLER,GR4,RED,1988-1998,2,CAMPAIGN MEASUREMENT,NA,
CHRYSLER LKT (S1)-LS,CHRYSLER,LKT,ROCK LOBSTER,2013-2015,2,CAMPAIGN MEASUREMENT,NA,
CHRYSLER HGR (S1)-LS,CHRYSLER,HGR,RECON GREEN,2016-2020,2,CAMPAIGN MEASUREMENT,NA,
CHRYSLER HY5 (S1)-LS,CHRYSLER,HY5,SAND,1989-1990,2,CAMPAIGN MEASUREMENT,NA,
CITROEN EWQ (S1)-LS,CITROEN,EWQ,BLANC CEE,1999-2003,2,CAMPAIGN MEASUREMENT,NA,
CITROEN KVC (S1)-LS,CITROEN,KVC,BLANC SUMMIT WHITE,2017-2020,2,CAMPAIGN MEASUREMENT,NA,
CITROEN EBK (S1)-LS,CITROEN,EBK,BEIGE ARISTOCRAT,1987-1990,2,CAMPAIGN MEASUREMENT,NA,
CITROEN ECF (S1)-LS,CITROEN,ECF,BEIGE ATLAS,1985-1999,2,CAMPAIGN MEASUREMENT,NA,
CITROEN ETM (S1)-LS,CITROEN,ETM,BALTIC BLUE,2015-2018,2,CAMPAIGN MEASUREMENT,NA,
CITROEN ELS (S1)-LS,CITROEN,ELS,ALMOND GREEN,2016-2020,2,CAMPAIGN MEASUREMENT,NA,
CITROEN KCU (S1)-LS,CITROEN,KCU,BLANC ANTARTIQUE,2010-2021,2,CAMPAIGN MEASUREMENT,NA,
CITROEN EEN (S1)-LS,CITROEN,EEN,BEIGE DUBAI,1998-1999,2,CAMPAIGN MEASUREMENT,NA,
CITROEN ECS (S1)-LS,CITROEN,ECS,BEIGE ISNY,2002-2002,2,CAMPAIGN MEASUREMENT,NA,
CITROEN KCZ (S1)-LS,CITROEN,KCZ,BLANC ANTARCTIQUE,2007-2018,2,CAMPAIGN MEASUREMENT,NA,
CITROEN 058 (S1)-LS,CITROEN,058,BIANCO CIGNO,1995-1998,2,CAMPAIGN MEASUREMENT,NA,
CITROEN EWH (S1)-LS,CITROEN,EWH,BLANC,1994-2003,2,CAMPAIGN MEASUREMENT,NA,
CITROEN ECC (S1)-LS,CITROEN,ECC,BEIGE TAXI RFA,2001-2003,2,CAMPAIGN MEASUREMENT,NA,
CITROEN LQU (S1)-LS,CITROEN,LQU,AGRUME,2013-2021,2,CAMPAIGN MEASUREMENT,NA,
CITROEN KNC (S1)-LS,CITROEN,KNC,BLEU AMIRAL,1994-2010,2,CAMPAIGN MEASUREMENT,NA,
CITROEN ENN (S1)-LS,CITROEN,ENN,BLEU SAVIEM,1987-1999,2,CAMPAIGN MEASUREMENT,NA,
CITROEN EWB (S1)-LS,CITROEN,EWB,BLANC CORFOU,1979-2006,2,CAMPAIGN MEASUREMENT,NA,
CITROEN EWG (S1)-LS,CITROEN,EWG,BLANC CARAVANE,1987-1999,2,CAMPAIGN MEASUREMENT,NA,
CITROEN EWA (S1)-LS,CITROEN,EWA,BLANC CREMANT,1984-1990,2,CAMPAIGN MEASUREMENT,NA,
CITROEN EWT (S1)-LS,CITROEN,EWT,BLANC MEIJE,1970-2003,2,CAMPAIGN MEASUREMENT,NA,
CITROEN KWD (S1)-LS,CITROEN,KWD,BLANC LIPIZAN,2005-2021,2,CAMPAIGN MEASUREMENT,NA,
CITROEN EWM (S1)-LS,CITROEN,EWM,BLANC CYGNE,1995-2000,2,CAMPAIGN MEASUREMENT,NA,
CITROEN ENS (S1)-LS,CITROEN,ENS,BLEU,1998-2003,2,CAMPAIGN MEASUREMENT,NA,
CITROEN EGA (S1)-LS,CITROEN,EGA,BLEU CALAO,1995-1995,2,CAMPAIGN MEASUREMENT,NA,
CITROEN EMF (S1)-LS,CITROEN,EMF,BLEU TELECOM,1979-1999,2,CAMPAIGN MEASUREMENT,NA,
CITROEN 067 (S1)-LS,CITROEN,067,BLU EDF,2014-2015,2,CAMPAIGN MEASUREMENT,NA,
CITROEN EHX (S1)-LS,CITROEN,EHX,COQ DE ROCHE,1995-2001,2,CAMPAIGN MEASUREMENT,NA,
CITROEN ENA (S1)-LS,CITROEN,ENA,BLEU PTT,1978-1999,2,CAMPAIGN MEASUREMENT,NA,
CITROEN EMJ (S1)-LS,CITROEN,EMJ,BLEU PTT BELGIQUE,1989-2003,2,CAMPAIGN MEASUREMENT,NA,
CITROEN KLP (S1)-LS,CITROEN,KLP,BLEU,1977-2003,2,CAMPAIGN MEASUREMENT,NA,
CITROEN ENJ (S1)-LS,CITROEN,ENJ,BLEU,1993-1999,2,CAMPAIGN MEASUREMENT,NA,
CITROEN EMB (S1)-LS,CITROEN,EMB,BLEU CELESTE,1984-1998,2,CAMPAIGN MEASUREMENT,NA,
CITROEN KAE (S1)-LS,CITROEN,KAE,JAUNE MALAGA,1999-2002,2,CAMPAIGN MEASUREMENT,NA,
CITROEN ETU (S1)-LS,CITROEN,ETU,GRIS MONTESPAN,1987-1999,2,CAMPAIGN MEASUREMENT,NA,
CITROEN EVD (S1)-LS,CITROEN,EVD,GRIS ARMEE,1980-1999,2,CAMPAIGN MEASUREMENT,NA,
CITROEN ECC- (S1)-LS,CITROEN,ECC,IVOIRE,1978-1988,2,CAMPAIGN MEASUREMENT,NA,
CITROEN KLK (S1)-LS,CITROEN,KLK,BLEU SYDNEY,1994-2002,2,CAMPAIGN MEASUREMENT,NA,
CITROEN EVP (S1)-LS,CITROEN,EVP,GRIS CORMORAN,1982-1992,2,CAMPAIGN MEASUREMENT,NA,
CITROEN EVR (S1)-LS,CITROEN,EVR,GRIS NOCTURNE,1967-1990,2,CAMPAIGN MEASUREMENT,NA,
CITROEN EFF (S1)-LS,CITROEN,EFF,BRUN OLIVE HOLLANDE,1990-2000,2,CAMPAIGN MEASUREMENT,NA,
CITROEN ECH (S1)-LS,CITROEN,ECH,BEIGE MESSAGER,1987-1999,2,CAMPAIGN MEASUREMENT,NA,
CITROEN EZT (S1)-LS,CITROEN,EZT,GRIS ALBATRE,1991-1991,2,CAMPAIGN MEASUREMENT,NA,
CITROEN ENU (S1)-LS,CITROEN,ENU,BLEU SAPHIR,1991-1995,2,CAMPAIGN MEASUREMENT,NA,
CITROEN KLF (S1)-LS,CITROEN,KLF,BLUE LIGHT,2015-2018,2,CAMPAIGN MEASUREMENT,NA,
CITROEN ETF (S1)-LS,CITROEN,ETF,GRAND BLEU,2016-2018,2,CAMPAIGN MEASUREMENT,NA,
CITROEN EVK (S1)-LS,CITROEN,EVK,GRIS ROSE,1965-1989,2,CAMPAIGN MEASUREMENT,NA,
CITROEN EAA (S1)-LS,CITROEN,EAA,JAUNE RIALTO,1982-1991,2,CAMPAIGN MEASUREMENT,NA,
CITROEN KMC (S1)-LS,CITROEN,KMC,BLEU POLICE,1997-2003,2,CAMPAIGN MEASUREMENT,NA,
CITROEN ESQ (S1)-LS,CITROEN,ESQ,GRIS VERT GERARDMER,1987-2003,2,CAMPAIGN MEASUREMENT,NA,
CITROEN ERK (S1)-LS,CITROEN,ERK,JELLY BERRY,2015-2018,2,CAMPAIGN MEASUREMENT,NA,
CITROEN KKN (S1)-LS,CITROEN,KKN,ROUGE ADEN,2004-2022,2,CAMPAIGN MEASUREMENT,NA,
CITROEN EJM (S1)-LS,CITROEN,EJM,ROUGE,1998-2017,2,CAMPAIGN MEASUREMENT,NA,
CITROEN KAT (S1)-LS,CITROEN,KAT,JAUNE AURORE,1998-1999,2,CAMPAIGN MEASUREMENT,NA,
CITROEN KAV (S1)-LS,CITROEN,KAV,JAUNE,1998-1998,2,CAMPAIGN MEASUREMENT,NA,
CITROEN EAZ (S1)-LS,CITROEN,EAZ,JAUNE CADMIUM,1980-2003,2,CAMPAIGN MEASUREMENT,NA,
CITROEN EAU (S1)-LS,CITROEN,EAU,JAUNE GENETS,1998-2003,2,CAMPAIGN MEASUREMENT,NA,
CITROEN EBW (S1)-LS,CITROEN,EBW,JAUNE HERTZ,1973-1999,2,CAMPAIGN MEASUREMENT,NA,
CITROEN EBL (S1)-LS,CITROEN,EBL,JAUNE ECOSSE,1990-1999,2,CAMPAIGN MEASUREMENT,NA,
CITROEN KBM (S1)-LS,CITROEN,KBM,JAUNE LOUXOR,1999-2003,2,CAMPAIGN MEASUREMENT,NA,
CITROEN 277F (S1)-LS,CITROEN,277F,JAUNE PTT,1968-2009,2,CAMPAIGN MEASUREMENT,NA,
CITROEN KBL (S1)-LS,CITROEN,KBL,JAUNE CITRUS,2005-2008,2,CAMPAIGN MEASUREMENT,NA,
CITROEN EBD (S1)-LS,CITROEN,EBD,JAUNE,1998-2003,2,CAMPAIGN MEASUREMENT,NA,
CITROEN EAT (S1)-LS,CITROEN,EAT,JAUNE PASTEL,1993-1995,2,CAMPAIGN MEASUREMENT,NA,
CITROEN EBT (S1)-LS,CITROEN,EBT,JAUNE IVECO,1997-1998,2,CAMPAIGN MEASUREMENT,NA,
CITROEN EED (S1)-LS,CITROEN,EED,JAUNE POSTES DANEMARK,1999-2003,2,CAMPAIGN MEASUREMENT,NA,
CITROEN EBZ (S1)-LS,CITROEN,EBZ,JAUNE POSTES AUTRICHE,1989-2003,2,CAMPAIGN MEASUREMENT,NA,
CITROEN EAY (S1)-LS,CITROEN,EAY,JAUNE PTT SUEDE,1987-2000,2,CAMPAIGN MEASUREMENT,NA,
CITROEN EDD (S1)-LS,CITROEN,EDD,JAUNE SERVICE CITROEN,1983-1998,2,CAMPAIGN MEASUREMENT,NA,
CITROEN KAK (S1)-LS,CITROEN,KAK,JAUNE CARIOCA,2002-2021,2,CAMPAIGN MEASUREMENT,NA,
CITROEN EKY (S1)-LS,CITROEN,EKY,ROUGE BRILLANT,1994-2000,2,CAMPAIGN MEASUREMENT,NA,
CITROEN KBN (S1)-LS,CITROEN,KBN,JAUNE RA,2003-2008,2,CAMPAIGN MEASUREMENT,NA,
CITROEN EAS (S1)-LS,CITROEN,EAS,JAUNE,1998-2019,2,CAMPAIGN MEASUREMENT,NA,
CITROEN EBN (S1)-LS,CITROEN,EBN,JAUNE TOURNESOL,1993-2000,2,CAMPAIGN MEASUREMENT,NA,
CITROEN EBH (S1)-LS,CITROEN,EBH,JAUNE TAXI MILAN,1987-1999,2,CAMPAIGN MEASUREMENT,NA,
CITROEN KED (S1)-LS,CITROEN,KED,ROUGE CARMEN,2009-2013,2,CAMPAIGN MEASUREMENT,NA,
CITROEN EHP (S1)-LS,CITROEN,EHP,JAUNE SOLE,1998-1998,2,CAMPAIGN MEASUREMENT,NA,
CITROEN EHR (S1)-LS,CITROEN,EHR,ORANGE ETAT BELGE,1990-2003,2,CAMPAIGN MEASUREMENT,NA,
CITROEN KHM (S1)-LS,CITROEN,KHM,ORANGE NASSAU,1999-2002,2,CAMPAIGN MEASUREMENT,NA,
CITROEN EAL (S1)-LS,CITROEN,EAL,JAUNE SOUFRE,1998-2015,2,CAMPAIGN MEASUREMENT,NA,
CITROEN EAX (S1)-LS,CITROEN,EAX,JAUNE TAXI NEW YORK,1998-2003,2,CAMPAIGN MEASUREMENT,NA,
CITROEN KHN (S1)-LS,CITROEN,KHN,ORANGE MANGO,1999-2003,2,CAMPAIGN MEASUREMENT,NA,
CITROEN EHQ (S1)-LS,CITROEN,EHQ,ORANGE PONTS ET CHAUSSEES,1999-2003,2,CAMPAIGN MEASUREMENT,NA,
CITROEN EXY (S1)-LS,CITROEN,EXY,NOIR ONYX,1955-2019,2,CAMPAIGN MEASUREMENT,NA,
CITROEN W3 (S1)-LS,CITROEN,W3,NOIR VULCANO,2010-2010,2,CAMPAIGN MEASUREMENT,NA,
CITROEN EJH (S1)-LS,CITROEN,EJH,ROUGE FEU,2002-2018,2,CAMPAIGN MEASUREMENT,NA,
CITROEN EKC (S1)-LS,CITROEN,EKC,ROUGE POMPIERS,1980-1999,2,CAMPAIGN MEASUREMENT,NA,
CITROEN 150F (S1)-LS,CITROEN,150F,ROUGE SANGRO,1990-1990,2,CAMPAIGN MEASUREMENT,NA,
CITROEN EKB (S1)-LS,CITROEN,EKB,ROUGE VALLELUNGA,1982-1998,2,CAMPAIGN MEASUREMENT,NA,
CITROEN KKX (S1)-LS,CITROEN,KKX,ROUGE TIZIANO,1999-2021,2,CAMPAIGN MEASUREMENT,NA,
CITROEN KJW (S1)-LS,CITROEN,KJW,ROUGE HERMES,1993-2000,2,CAMPAIGN MEASUREMENT,NA,
CITROEN ESN (S1)-LS,CITROEN,ESN,VERT AQUARIUS,1983-1990,2,CAMPAIGN MEASUREMENT,NA,
CITROEN LQL (S1)-LS,CITROEN,LQL,VERT CEDRE,2004-2006,2,CAMPAIGN MEASUREMENT,NA,
CITROEN KQQ (S1)-LS,CITROEN,KQQ,VERT MUSCHIO,1993-1999,2,CAMPAIGN MEASUREMENT,NA,
CITROEN ERJ (S1)-LS,CITROEN,ERJ,VERT BAMBOU,1975-1991,2,CAMPAIGN MEASUREMENT,NA,
CITROEN KAC (S1)-LS,CITROEN,KAC,YELLOW SUBMARINE,2016-2017,2,CAMPAIGN MEASUREMENT,NA,
CITROEN KQB (S1)-LS,CITROEN,KQB,VERT TELECOM PAYS BAS,1997-2003,2,CAMPAIGN MEASUREMENT,NA,
CITROEN EQW (S1)-LS,CITROEN,EQW,VERT TELEPHONIQUE ESPAGNE,1990-1999,2,CAMPAIGN MEASUREMENT,NA,
CITROEN EQM (S1)-LS,CITROEN,EQM,VERT SCREG,1987-2003,2,CAMPAIGN MEASUREMENT,NA,
CITROEN KRM (S1)-LS,CITROEN,KRM,VERT VAILLANT,1998-1999,2,CAMPAIGN MEASUREMENT,NA,
CITROEN ESL (S1)-LS,CITROEN,ESL,VERT SAPIN SNCB,1979-2012,2,CAMPAIGN MEASUREMENT,NA,
CITROEN ERG (S1)-LS,CITROEN,ERG,VERT MERCEDES,1987-2003,2,CAMPAIGN MEASUREMENT,NA,
CITROEN EQT (S1)-LS,CITROEN,EQT,VERT POSTE HOLLANDE,1996-2000,2,CAMPAIGN MEASUREMENT,NA,
CITROEN ESA (S1)-LS,CITROEN,ESA,VERT MER,1992-1995,2,CAMPAIGN MEASUREMENT,NA,
CITROEN EQN (S1)-LS,CITROEN,EQN,VERT INTERCOM,1987-1992,2,CAMPAIGN MEASUREMENT,NA,
CITROEN ESR (S1)-LS,CITROEN,ESR,VERT MATTEI,1987-1999,2,CAMPAIGN MEASUREMENT,NA,
CITROEN EKX (S1)-LS,CITROEN,EKX,ROUGE GROSEILLE,1993-1995,2,CAMPAIGN MEASUREMENT,NA,
CITROEN KDQ (S1)-LS,CITROEN,KDQ,TAPENADE,2012-2019,2,CAMPAIGN MEASUREMENT,NA,
CITROEN EKV (S1)-LS,CITROEN,EKV,ROUGE OPERA,1991-1994,2,CAMPAIGN MEASUREMENT,NA,
CITROEN KJG (S1)-LS,CITROEN,KJG,ROUGE SCALA,1994-1998,2,CAMPAIGN MEASUREMENT,NA,
CITROEN KKA (S1)-LS,CITROEN,KKA,ROUGE SMAC,1998-2003,2,CAMPAIGN MEASUREMENT,NA,
CITROEN KJH (S1)-LS,CITROEN,KJH,ROUGE SCARLET,2005-2021,2,CAMPAIGN MEASUREMENT,NA,
CITROEN ERL (S1)-LS,CITROEN,ERL,VERT GUARDIA CIVIL,1998-2003,2,CAMPAIGN MEASUREMENT,NA,
CITROEN KQV (S1)-LS,CITROEN,KQV,VERT INNSBRUCK,1996-2006,2,CAMPAIGN MEASUREMENT,NA,
CITROEN ESP (S1)-LS,CITROEN,ESP,VERT MENTHE,1988-1999,2,CAMPAIGN MEASUREMENT,NA,
CITROEN ESX (S1)-LS,CITROEN,ESX,TURQUOISE,1994-2000,2,CAMPAIGN MEASUREMENT,NA,
CITROEN ERV (S1)-LS,CITROEN,ERV,VERT GUINEE,1990-1996,2,CAMPAIGN MEASUREMENT,NA,
CITROEN ESW (S1)-LS,CITROEN,ESW,VERT DEVON,1994-2020,2,CAMPAIGN MEASUREMENT,NA,
CITROEN KSB (S1)-LS,CITROEN,KSB,VERT ACQUA,1998-1998,2,CAMPAIGN MEASUREMENT,NA,
CITROEN LSA (S1)-LS,CITROEN,LSA,VERT FREEWAY,2002-2006,2,CAMPAIGN MEASUREMENT,NA,
DAEWOO 55L (S1)-LS,DAEWOO,55L,CAMEL YELLOW,1995-1996,2,CAMPAIGN MEASUREMENT,NA,
DAEWOO 90U (S1)-LS,DAEWOO,90U,IVORY,2004-2005,2,CAMPAIGN MEASUREMENT,NA,
DAEWOO 76L (S1)-LS,DAEWOO,76L,CRIMSON RED,1993-1993,2,CAMPAIGN MEASUREMENT,NA,
DAEWOO WAA (S1)-LS,DAEWOO,WAA,GRAND WHITE,1998-2002,2,CAMPAIGN MEASUREMENT,NA,
DAEWOO GUD (S1)-LS,DAEWOO,GUD,HONEY MELLOW YELLOW,2013-2013,2,CAMPAIGN MEASUREMENT,NA,
DAEWOO 53U (S1)-LS,DAEWOO,53U,AUTUMN YELLOW,1998-2000,2,CAMPAIGN MEASUREMENT,NA,
DAEWOO 420C (S1)-LS,DAEWOO,420C,CIESZYN BLUE,1999-2000,2,CAMPAIGN MEASUREMENT,NA,
DAEWOO 30L (S1)-LS,DAEWOO,30L,LAPIS BLUE,1994-1994,2,CAMPAIGN MEASUREMENT,NA,
DAEWOO IR0 (S1)-LS,DAEWOO,IR0,INDIAN RED,1994-1994,2,CAMPAIGN MEASUREMENT,NA,
DAEWOO 220C (S1)-LS,DAEWOO,220C,ZOLTY,1999-2000,2,CAMPAIGN MEASUREMENT,NA,
DAEWOO 25U (S1)-LS,DAEWOO,25U,COBALT BLUE,1998-2005,2,CAMPAIGN MEASUREMENT,NA,
DAEWOO LY0 (S1)-LS,DAEWOO,LY0,LIMA YELLOW,1998-1999,2,CAMPAIGN MEASUREMENT,NA,
DAEWOO 73L (S1)-LS,DAEWOO,73L,SUPER RED,1995-2006,2,CAMPAIGN MEASUREMENT,NA,
DAEWOO 21L (S1)-LS,DAEWOO,21L,SAPPHIRE BLUE,1993-1996,2,CAMPAIGN MEASUREMENT,NA,
DAEWOO 49L (S1)-LS,DAEWOO,49L,MOSS GREEN,1994-1996,2,CAMPAIGN MEASUREMENT,NA,
DAEWOO 73U (S1)-LS,DAEWOO,73U,SUPER RED,1997-2000,2,CAMPAIGN MEASUREMENT,NA,
DAEWOO UM0 (S1)-LS,DAEWOO,UM0,ULTRAMARINE BLUE,1996-1996,2,CAMPAIGN MEASUREMENT,NA,
DAEWOO 56U (S1)-LS,DAEWOO,56U,LEMON YELLOW,2000-2002,2,CAMPAIGN MEASUREMENT,NA,
DAEWOO 52U (S1)-LS,DAEWOO,52U,HIGHWAY YELLOW,1995-2005,2,CAMPAIGN MEASUREMENT,NA,
DAEWOO 53L (S1)-LS,DAEWOO,53L,JAMAICA YELLOW,1994-1996,2,CAMPAIGN MEASUREMENT,NA,
DAEWOO G4C (S1)-LS,DAEWOO,G4C,ROYAL SOLID BLUE,2013-2013,2,CAMPAIGN MEASUREMENT,NA,
DAEWOO SW1 (S1)-LS,DAEWOO,SW1,SUPERIOR WHITE,1994-1994,2,CAMPAIGN MEASUREMENT,NA,
DAEWOO TB0 (S1)-LS,DAEWOO,TB0,ASTRO BLUE,1994-1995,2,CAMPAIGN MEASUREMENT,NA,
DAEWOO 57L (S1)-LS,DAEWOO,57L,TWINKLE BEIGE,1994-1996,2,CAMPAIGN MEASUREMENT,NA,
DAEWOO 21L- (S1)-LS,DAEWOO,21L,DARK SAPPHIRE,1998-2002,2,CAMPAIGN MEASUREMENT,NA,
DAIHATSU R19 (S1)-LS,DAIHATSU,R19,PURE RED,1994-2003,2,CAMPAIGN MEASUREMENT,NA,
DAIHATSU R48 (S1)-LS,DAIHATSU,R48,MISTIK RED,2009-2009,2,CAMPAIGN MEASUREMENT,NA,
DAIHATSU R40 (S1)-LS,DAIHATSU,R40,RED,2002-2022,2,CAMPAIGN MEASUREMENT,NA,
DAIHATSU 3E7 (S1)-LS,DAIHATSU,3E7,RED,1984-2002,2,CAMPAIGN MEASUREMENT,NA,
DAIHATSU R29 (S1)-LS,DAIHATSU,R29,RED,1998-2009,2,CAMPAIGN MEASUREMENT,NA,
DAIHATSU R12 (S1)-LS,DAIHATSU,R12,GARNET RED,1988-1992,2,CAMPAIGN MEASUREMENT,NA,
DAIHATSU B33 (S1)-LS,DAIHATSU,B33,BLUE RIVER,1996-1999,2,CAMPAIGN MEASUREMENT,NA,
DAIHATSU 038 (S1)-LS,DAIHATSU,038,WHITE IMPULSE,1982-2002,2,CAMPAIGN MEASUREMENT,NA,
DAIHATSU B29 (S1)-LS,DAIHATSU,B29,SLATE BLUE,1995-1996,2,CAMPAIGN MEASUREMENT,NA,
DAIHATSU B17 (S1)-LS,DAIHATSU,B17,NAVY BLUE,1988-2003,2,CAMPAIGN MEASUREMENT,NA,
DAIHATSU G13 (S1)-LS,DAIHATSU,G13,FOREST GREEN,1993-1996,2,CAMPAIGN MEASUREMENT,NA,
DAIHATSU 541 (S1)-LS,DAIHATSU,541,YELLOW,1980-2001,2,CAMPAIGN MEASUREMENT,NA,
DAIHATSU Y02 (S1)-LS,DAIHATSU,Y02,YELLOW,1981-1992,2,CAMPAIGN MEASUREMENT,NA,
DAIHATSU B07 (S1)-LS,DAIHATSU,B07,BLUE,1985-2002,2,CAMPAIGN MEASUREMENT,NA,
DAIHATSU G09 (S1)-LS,DAIHATSU,G09,GREEN,1990-2003,2,CAMPAIGN MEASUREMENT,NA,
DAIHATSU G05 (S1)-LS,DAIHATSU,G05,GREEN,1984-2002,2,CAMPAIGN MEASUREMENT,NA,
DAIHATSU B09 (S1)-LS,DAIHATSU,B09,BLUE,1986-2006,2,CAMPAIGN MEASUREMENT,NA,
DAIHATSU G21 (S1)-LS,DAIHATSU,G21,GREEN RIMIZ,1996-1999,2,CAMPAIGN MEASUREMENT,NA,
DAIHATSU B13 (S1)-LS,DAIHATSU,B13,BLUE,1987-2002,2,CAMPAIGN MEASUREMENT,NA,
DAIHATSU 8E5 (S1)-LS,DAIHATSU,8E5,BLUE,1989-2002,2,CAMPAIGN MEASUREMENT,NA,
DAIHATSU P03 (S1)-LS,DAIHATSU,P03,LAVENDER,1997-1997,2,CAMPAIGN MEASUREMENT,NA,
DAIHATSU G07 (S1)-LS,DAIHATSU,G07,AQUAMARINE,1987-2003,2,CAMPAIGN MEASUREMENT,NA,
DAIHATSU 3D3 (S1)-LS,DAIHATSU,3D3,ORANGE,1984-1992,2,CAMPAIGN MEASUREMENT,NA,
DAIHATSU R06 (S1)-LS,DAIHATSU,R06,HIGHSPEED RED,1984-2003,2,CAMPAIGN MEASUREMENT,NA,
DAIHATSU R14 (S1)-LS,DAIHATSU,R14,RED,1990-2003,2,CAMPAIGN MEASUREMENT,NA,
DAIHATSU R15 (S1)-LS,DAIHATSU,R15,DEEP RED,1992-2013,2,CAMPAIGN MEASUREMENT,NA,
DAIHATSU R13 (S1)-LS,DAIHATSU,R13,RED,1989-1992,2,CAMPAIGN MEASUREMENT,NA,
DAIHATSU R16 (S1)-LS,DAIHATSU,R16,RED,1993-2002,2,CAMPAIGN MEASUREMENT,NA,
DAIHATSU 391 (S1)-LS,DAIHATSU,391,RED,1995-2002,2,CAMPAIGN MEASUREMENT,NA,
DAIHATSU G10 (S1)-LS,DAIHATSU,G10,GREEN,1991-1992,2,CAMPAIGN MEASUREMENT,NA,
DAIHATSU Y04 (S1)-LS,DAIHATSU,Y04,YELLOW,1989-2003,2,CAMPAIGN MEASUREMENT,NA,
DAIHATSU Y06 (S1)-LS,DAIHATSU,Y06,MUSTARD YELLOW,1997-2003,2,CAMPAIGN MEASUREMENT,NA,
DAIHATSU X14 (S1)-LS,DAIHATSU,X14,GLOSSY BLACK,2014-2014,2,CAMPAIGN MEASUREMENT,NA,
DAIHATSU T08 (S1)-LS,DAIHATSU,T08,BEIGE,1987-2002,2,CAMPAIGN MEASUREMENT,NA,
DAIHATSU 033 (S1)-LS,DAIHATSU,033,PURE WHITE,1981-1987,2,CAMPAIGN MEASUREMENT,NA,
DAIHATSU 045 (S1)-LS,DAIHATSU,045,WHITE,1988-2003,2,CAMPAIGN MEASUREMENT,NA,
DAIHATSU W13 (S1)-LS,DAIHATSU,W13,IVORY,1996-1999,2,CAMPAIGN MEASUREMENT,NA,
DAIHATSU 156S (S1)-LS,DAIHATSU,156S,DARK GREY,1997-1997,2,CAMPAIGN MEASUREMENT,NA,
FORD AMERICA W5 (S1)-LS,FORD AMERICA,W5,CERAMIC WHITE,2001-2003,2,CAMPAIGN MEASUREMENT,NA,
FORD AMERICA V (S1)-LS,FORD AMERICA,V,CASINO CREAM,1958-1959,2,CAMPAIGN MEASUREMENT,NA,
FORD AMERICA BZ (S1)-LS,FORD AMERICA,BZ,CHROME YELLOW,1993-2006,2,CAMPAIGN MEASUREMENT,NA,
FORD AMERICA D3 (S1)-LS,FORD AMERICA,D3,COLORADO RED,2009-2013,2,CAMPAIGN MEASUREMENT,NA,
FORD AMERICA EA (S1)-LS,FORD AMERICA,EA,CARDINAL RED,1991-1994,2,CAMPAIGN MEASUREMENT,NA,
FORD AMERICA M (S1)-LS,FORD AMERICA,M,CORAL FLAME ,1952-1953,2,CAMPAIGN MEASUREMENT,NA,
FORD AMERICA EC (S1)-LS,FORD AMERICA,EC,CURRANT RED,1989-1997,2,CAMPAIGN MEASUREMENT,NA,
FORD AMERICA EU (S1)-LS,FORD AMERICA,EU,CANDYAPPLE RED,1990-1998,2,CAMPAIGN MEASUREMENT,NA,
FORD AMERICA N (S1)-LS,FORD AMERICA,N,CORAL FLAME RED,1951-1951,2,CAMPAIGN MEASUREMENT,NA,
FORD AMERICA CM (S1)-LS,FORD AMERICA,CM,BRIGHT TANGERINE,1995-1996,2,CAMPAIGN MEASUREMENT,NA,
FORD AMERICA LK (S1)-LS,FORD AMERICA,LK,DARK BLUE,1998-2023,2,CAMPAIGN MEASUREMENT,NA,
FORD AMERICA W (S1)-LS,FORD AMERICA,W,CORINTHIAN WHITE,1960-1963,2,CAMPAIGN MEASUREMENT,NA,
