SampleID,Layer,Component,Quantity
RAL 1016 (S1)-LS,1,LS 61,50.2
RAL 1016 (S1)-LS,1,LS 90,37.5
RAL 1016 (S1)-LS,1,LS 62,10.3
RAL 1016 (S1)-LS,1,LS 29,1.5
RAL 1016 (S1)-LS,1,LS 59,0.5
RAL 1017 (S1)-LS,1,LS 90,32.4
RAL 1017 (S1)-LS,1,LS 62,25.3
RAL 1017 (S1)-LS,1,LS 79,19.8
RAL 1017 (S1)-LS,1,LS 66,16.3
RAL 1017 (S1)-LS,1,LS 67,5.6
RAL 1017 (S1)-LS,1,LS 20,0.6
RAL 1018 (S1)-LS,1,LS 62,57.6
RAL 1018 (S1)-LS,1,LS 90,33.3
RAL 1018 (S1)-LS,1,LS 67,7.9
RAL 1018 (S1)-LS,1,LS 66,1.2
RAL 1019 (S1)-LS,1,LS 90,70.4
RAL 1019 (S1)-LS,1,LS 25,10.6
RAL 1019 (S1)-LS,1,LS 62,6.6
RAL 1019 (S1)-LS,1,LS 77,5.7
RAL 1019 (S1)-LS,1,LS 67,3.5
RAL 1019 (S1)-LS,1,LS 66,3.2
RAL 1020 (S1)-LS,1,LS 90,55.5
RAL 1020 (S1)-LS,1,LS 62,19.4
RAL 1020 (S1)-LS,1,LS 25,14.5
RAL 1020 (S1)-LS,1,LS 66,6.5
RAL 1020 (S1)-LS,1,LS 67,4.1
RAL 1021 (S1)-LS,1,LS 62,90
RAL 1021 (S1)-LS,1,LS 66,5.1
RAL 1021 (S1)-LS,1,LS 90,3.5
RAL 1021 (S1)-LS,1,LS 20,0.8
RAL 1021 (S1)-LS,1,LS 67,0.6
RAL 1023 (S1)-LS,1,LS 62,92.5
RAL 1023 (S1)-LS,1,LS 90,3.1
RAL 1023 (S1)-LS,1,LS 66,2.3
RAL 1023 (S1)-LS,1,LS 67,1
RAL 1023 (S1)-LS,1,LS 29,0.8
RAL 1023 (S1)-LS,1,LS 77,0.3
RAL 1024 (S1)-LS,1,LS 90,57.4
RAL 1024 (S1)-LS,1,LS 61,23.5
RAL 1024 (S1)-LS,1,LS 66,10.5
RAL 1024 (S1)-LS,1,LS 25,6.3
RAL 1024 (S1)-LS,1,LS 74,2.3
RAL 1027 (S1)-LS,1,LS 67,60.8
RAL 1027 (S1)-LS,1,LS 62,19.8
RAL 1027 (S1)-LS,1,LS 59,13
RAL 1027 (S1)-LS,1,LS 20,3.3
RAL 1027 (S1)-LS,1,LS 66,3.1
RAL 1033 (S1)-LS,1,LS 62,60.1
RAL 1033 (S1)-LS,1,LS 90,19.2
RAL 1033 (S1)-LS,1,LS 66,17.4
RAL 1033 (S1)-LS,1,LS 74,2.9
RAL 1033 (S1)-LS,1,LS 20,0.4
RAL 1034 (S1)-LS,1,LS 90,58.5
RAL 1034 (S1)-LS,1,LS 62,24.4
RAL 1034 (S1)-LS,1,LS 66,12.3
RAL 1034 (S1)-LS,1,LS 77,4.8
RAL 2001 (S1)-LS,1,LS 74,57.7
RAL 2001 (S1)-LS,1,LS 62,31.6
RAL 2001 (S1)-LS,1,LS 90,8.3
RAL 2001 (S1)-LS,1,LS 20,2.1
RAL 2001 (S1)-LS,1,LS 82,0.3
RAL 2002 (S1)-LS,1,LS 74,82.4
RAL 2002 (S1)-LS,1,LS 90,7.9
RAL 2002 (S1)-LS,1,LS 85,7.4
RAL 2002 (S1)-LS,1,LS 29,2.3
RAL 2003 (S1)-LS,1,LS 90,42.9
RAL 2003 (S1)-LS,1,LS 66,34.3
RAL 2003 (S1)-LS,1,LS 74,22.8
RAL 2004 (S1)-LS,1,LS 74,54.8
RAL 2004 (S1)-LS,1,LS 66,40.2
RAL 2004 (S1)-LS,1,LS 90,5
RAL 2006 (S1)-LS,1,LS 74,40.7
RAL 2006 (S1)-LS,1,LS 66,37
RAL 2006 (S1)-LS,1,LS 61,10.4
RAL 2006 (S1)-LS,1,LS 62,8
RAL 2006 (S1)-LS,1,LS 90,3.9
RAL 2008 (S1)-LS,1,LS 62,35.9
RAL 2008 (S1)-LS,1,LS 74,27
RAL 2008 (S1)-LS,1,LS 66,17.7
RAL 2008 (S1)-LS,1,LS 90,14.1
RAL 2008 (S1)-LS,1,LS 67,5.3
RAL 2009 (S1)-LS,1,LS 74,51.7
RAL 2009 (S1)-LS,1,LS 66,41.4
RAL 2009 (S1)-LS,1,LS 90,6.9
RAL 2010 (S1)-LS,1,LS 74,34.1
RAL 2010 (S1)-LS,1,LS 67,31.6
RAL 2010 (S1)-LS,1,LS 66,15.7
RAL 2010 (S1)-LS,1,LS 62,11.1
RAL 2010 (S1)-LS,1,LS 90,7.5
RAL 2011 (S1)-LS,1,LS 62,41.2
RAL 2011 (S1)-LS,1,LS 74,22.2
RAL 2011 (S1)-LS,1,LS 66,17.1
RAL 2011 (S1)-LS,1,LS 90,16.4
RAL 2011 (S1)-LS,1,LS 29,1.8
RAL 2011 (S1)-LS,1,LS 82,1.3
RAL 2012 (S1)-LS,1,LS 74,53.1
RAL 2012 (S1)-LS,1,LS 90,38.9
RAL 2012 (S1)-LS,1,LS 85,2.9
RAL 2012 (S1)-LS,1,LS 62,2.3
RAL 2012 (S1)-LS,1,LS 66,1.8
RAL 2012 (S1)-LS,1,LS 20,1
RAL 3000 (S1)-LS,1,LS 74,49.7
RAL 3000 (S1)-LS,1,LS 82,18.8
RAL 3000 (S1)-LS,1,LS 77,16
RAL 3000 (S1)-LS,1,LS 90,8.4
RAL 3000 (S1)-LS,1,LS 86,7.1
RAL 3001 (S1)-LS,1,LS 85,55.8
RAL 3001 (S1)-LS,1,LS 74,39.1
RAL 3001 (S1)-LS,1,LS 77,5.1
RAL 3002 (S1)-LS,1,LS 74,48.3
RAL 3002 (S1)-LS,1,LS 86,30.4
RAL 3002 (S1)-LS,1,LS 85,14.1
RAL 3002 (S1)-LS,1,LS 90,6.2
RAL 3002 (S1)-LS,1,LS 20,1
RAL 3003 (S1)-LS,1,LS 85,50
RAL 3003 (S1)-LS,1,LS 88,23.2
RAL 3003 (S1)-LS,1,LS 74,20.4
RAL 3003 (S1)-LS,1,LS 77,6.4
RAL 3004 (S1)-LS,1,LS 88,67
RAL 3004 (S1)-LS,1,LS 61,16.6
RAL 3004 (S1)-LS,1,LS 74,16.4
RAL 3005 (S1)-LS,1,LS 88,50.2
RAL 3005 (S1)-LS,1,LS 77,30.7
RAL 3005 (S1)-LS,1,LS 85,11.5
RAL 3005 (S1)-LS,1,LS 25,5.8
RAL 3005 (S1)-LS,1,LS 90,1.8
RAL 3007 (S1)-LS,1,LS 88,41.6
RAL 3007 (S1)-LS,1,LS 74,28.3
RAL 3007 (S1)-LS,1,LS 25,23.6
RAL 3007 (S1)-LS,1,LS 90,3.4
RAL 3007 (S1)-LS,1,LS 85,3.1
RAL 3009 (S1)-LS,1,LS 77,66.9
RAL 3009 (S1)-LS,1,LS 25,15.1
RAL 3009 (S1)-LS,1,LS 85,12
RAL 3009 (S1)-LS,1,LS 90,6
RAL 3011 (S1)-LS,1,LS 77,43.6
RAL 3011 (S1)-LS,1,LS 86,30.8
RAL 3011 (S1)-LS,1,LS 99,19.4
RAL 3011 (S1)-LS,1,LS 85,6.2
RAL 3012 (S1)-LS,1,LS 90,63.9
RAL 3012 (S1)-LS,1,LS 74,20
RAL 3012 (S1)-LS,1,LS 62,10.2
RAL 3012 (S1)-LS,1,LS 25,3.3
RAL 3012 (S1)-LS,1,LS 85,2.3
RAL 3012 (S1)-LS,1,LS 66,0.3
RAL 3013 (S1)-LS,1,LS 74,60.3
RAL 3013 (S1)-LS,1,LS 77,14.7
RAL 3013 (S1)-LS,1,LS 86,9.5
RAL 3013 (S1)-LS,1,LS 88,9.3
RAL 3013 (S1)-LS,1,LS 90,6.2
RAL 3014 (S1)-LS,1,LS 90,60.7
RAL 3014 (S1)-LS,1,LS 74,19.8
RAL 3014 (S1)-LS,1,LS 85,9.7
RAL 3014 (S1)-LS,1,LS 88,4.2
RAL 3014 (S1)-LS,1,LS 62,3.2
RAL 3014 (S1)-LS,1,LS 20,2.4
RAL 3015 (S1)-LS,1,LS 90,81.6
RAL 3015 (S1)-LS,1,LS 67,10.1
RAL 3015 (S1)-LS,1,LS 85,7.1
RAL 3015 (S1)-LS,1,LS 20,1.2
RAL 3016 (S1)-LS,1,LS 74,71.8
RAL 3016 (S1)-LS,1,LS 85,17.5
RAL 3016 (S1)-LS,1,LS 90,7.8
RAL 3016 (S1)-LS,1,LS 20,2.9
RAL 3017 (S1)-LS,1,LS 90,41.2
RAL 3017 (S1)-LS,1,LS 85,29.6
RAL 3017 (S1)-LS,1,LS 74,28.2
RAL 3017 (S1)-LS,1,LS 29,1
RAL 3018 (S1)-LS,1,LS 82,53.3
RAL 3018 (S1)-LS,1,LS 90,33.3
RAL 3018 (S1)-LS,1,LS 61,11
RAL 3018 (S1)-LS,1,LS 29,2.4
RAL 3020 (S1)-LS,1,LS 74,73.4
RAL 3020 (S1)-LS,1,LS 82,17.5
RAL 3020 (S1)-LS,1,LS 86,8.1
RAL 3020 (S1)-LS,1,LS 90,1
RAL 3022 (S1)-LS,1,LS 90,49.3
RAL 3022 (S1)-LS,1,LS 74,26.7
RAL 3022 (S1)-LS,1,LS 66,14.7
RAL 3022 (S1)-LS,1,LS 86,8.2
RAL 3022 (S1)-LS,1,LS 20,1.1
RAL 3027 (S1)-LS,1,LS 82,32.1
RAL 3027 (S1)-LS,1,LS 85,27.2
RAL 3027 (S1)-LS,1,LS 90,24.7
RAL 3027 (S1)-LS,1,LS 86,16
RAL 3031 (S1)-LS,1,LS 82,61.9
RAL 3031 (S1)-LS,1,LS 90,18.6
RAL 3031 (S1)-LS,1,LS 74,16.9
RAL 3031 (S1)-LS,1,LS 25,2.6
RAL 4001 (S1)-LS,1,LS 90,58.5
RAL 4001 (S1)-LS,1,LS 88,17.5
RAL 4001 (S1)-LS,1,LS 25,14.6
RAL 4001 (S1)-LS,1,LS 85,5.3
RAL 4001 (S1)-LS,1,LS 86,4.1
RAL 4002 (S1)-LS,1,LS 85,34.1
RAL 4002 (S1)-LS,1,LS 90,23.3
RAL 4002 (S1)-LS,1,LS 62,14.3
RAL 4002 (S1)-LS,1,LS 86,13.1
RAL 4002 (S1)-LS,1,LS 88,11.7
RAL 4002 (S1)-LS,1,LS 25,3.5
RAL 4003 (S1)-LS,1,LS 90,71.6
RAL 4003 (S1)-LS,1,LS 85,20.9
RAL 4003 (S1)-LS,1,LS 88,4.7
RAL 4003 (S1)-LS,1,LS 86,2.8
RAL 4004 (S1)-LS,1,LS 88,57.6
RAL 4004 (S1)-LS,1,LS 86,29
RAL 4004 (S1)-LS,1,LS 90,10.4
RAL 4004 (S1)-LS,1,LS 25,3
RAL 4005 (S1)-LS,1,LS 90,63.2
RAL 4005 (S1)-LS,1,LS 88,18
RAL 4005 (S1)-LS,1,LS 30,14.6
RAL 4005 (S1)-LS,1,LS 25,4.2
RAL 4006 (S1)-LS,1,LS 88,53.4
RAL 4006 (S1)-LS,1,LS 90,35.1
RAL 4006 (S1)-LS,1,LS 85,11.5
RAL 4007 (S1)-LS,1,LS 88,50.6
RAL 4007 (S1)-LS,1,LS 30,26.4
RAL 4007 (S1)-LS,1,LS 77,13
RAL 4007 (S1)-LS,1,LS 90,10
RAL 4008 (S1)-LS,1,LS 90,46.4
RAL 4008 (S1)-LS,1,LS 88,34.6
RAL 4008 (S1)-LS,1,LS 85,11.4
RAL 4008 (S1)-LS,1,LS 30,5.6
RAL 4008 (S1)-LS,1,LS 20,2
RAL 4009 (S1)-LS,1,LS 90,79.2
RAL 4009 (S1)-LS,1,LS 25,11
RAL 4009 (S1)-LS,1,LS 85,6.4
RAL 4009 (S1)-LS,1,LS 77,3.4
RAL 4010 (S1)-LS,1,LS 85,44.1
RAL 4010 (S1)-LS,1,LS 90,43.5
RAL 4010 (S1)-LS,1,LS 88,9.8
RAL 4010 (S1)-LS,1,LS 86,2.6
RAL 5000 (S1)-LS,1,LS 90,30.7
RAL 5000 (S1)-LS,1,LS 46,25.9
RAL 5000 (S1)-LS,1,LS 30,18.2
RAL 5000 (S1)-LS,1,LS 25,15.4
RAL 5000 (S1)-LS,1,LS 44,7.9
RAL 5000 (S1)-LS,1,LS 61,1.9
RAL 5001 (S1)-LS,1,LS 44,43.8
RAL 5001 (S1)-LS,1,LS 90,25.6
RAL 5001 (S1)-LS,1,LS 25,15.7
RAL 5001 (S1)-LS,1,LS 40,14.9
RAL 5003 (S1)-LS,1,LS 40,60.5
RAL 5003 (S1)-LS,1,LS 44,17.3
RAL 5003 (S1)-LS,1,LS 90,12.3
RAL 5003 (S1)-LS,1,LS 25,9.9
RAL 5004 (S1)-LS,1,LS 25,37.2
RAL 5004 (S1)-LS,1,LS 46,32.8
RAL 5004 (S1)-LS,1,LS 44,12.8
RAL 5004 (S1)-LS,1,LS 88,12.3
RAL 5004 (S1)-LS,1,LS 90,4.9
RAL 5005 (S1)-LS,1,LS 44,48.7
RAL 5005 (S1)-LS,1,LS 46,30.3
RAL 5005 (S1)-LS,1,LS 90,17.3
RAL 5005 (S1)-LS,1,LS 88,2.7
RAL 5005 (S1)-LS,1,LS 20,1
RAL 5007 (S1)-LS,1,LS 90,47.6
RAL 5007 (S1)-LS,1,LS 44,25.7
RAL 5007 (S1)-LS,1,LS 25,10.7
RAL 5007 (S1)-LS,1,LS 30,9.5
RAL 5007 (S1)-LS,1,LS 40,3.5
RAL 5007 (S1)-LS,1,LS 88,3
RAL 5008 (S1)-LS,1,LS 25,39.8
RAL 5008 (S1)-LS,1,LS 40,33.7
RAL 5008 (S1)-LS,1,LS 90,18.9
RAL 5008 (S1)-LS,1,LS 67,3.6
RAL 5008 (S1)-LS,1,LS 30,2
RAL 5008 (S1)-LS,1,LS 61,2
RAL 5009 (S1)-LS,1,LS 46,44.2
RAL 5009 (S1)-LS,1,LS 90,25.3
RAL 5009 (S1)-LS,1,LS 67,15
RAL 5009 (S1)-LS,1,LS 30,9
RAL 5009 (S1)-LS,1,LS 25,3.7
RAL 5009 (S1)-LS,1,LS 61,2.8
RAL 5010 (S1)-LS,1,LS 44,73.1
RAL 5010 (S1)-LS,1,LS 90,20.4
RAL 5010 (S1)-LS,1,LS 88,5.5
RAL 5010 (S1)-LS,1,LS 25,1
RAL 5011 (S1)-LS,1,LS 46,29.4
RAL 5011 (S1)-LS,1,LS 44,26.5
RAL 5011 (S1)-LS,1,LS 25,18.9
RAL 5011 (S1)-LS,1,LS 30,12.2
RAL 5011 (S1)-LS,1,LS 90,7.8
RAL 5011 (S1)-LS,1,LS 40,5.2
RAL 5012 (S1)-LS,1,LS 90,65.9
RAL 5012 (S1)-LS,1,LS 44,30.7
RAL 5012 (S1)-LS,1,LS 30,3.1
RAL 5012 (S1)-LS,1,LS 25,0.3
RAL 5013 (S1)-LS,1,LS 44,40.6
RAL 5013 (S1)-LS,1,LS 30,30.1
RAL 5013 (S1)-LS,1,LS 90,11.6
RAL 5013 (S1)-LS,1,LS 25,10.4
RAL 5013 (S1)-LS,1,LS 40,7.3
RAL 5014 (S1)-LS,1,LS 90,71.1
RAL 5014 (S1)-LS,1,LS 25,13
RAL 5014 (S1)-LS,1,LS 30,8.4
RAL 5014 (S1)-LS,1,LS 44,7.5
RAL 5015 (S1)-LS,1,LS 90,50.6
RAL 5015 (S1)-LS,1,LS 44,38.3
RAL 5015 (S1)-LS,1,LS 40,9.7
RAL 5015 (S1)-LS,1,LS 25,1.4
RAL 5017 (S1)-LS,1,LS 46,80.1
RAL 5017 (S1)-LS,1,LS 90,18
RAL 5017 (S1)-LS,1,LS 20,1.9
RAL 5018 (S1)-LS,1,LS 90,58.7
RAL 5018 (S1)-LS,1,LS 46,16.5
RAL 5018 (S1)-LS,1,LS 44,10.4
RAL 5018 (S1)-LS,1,LS 20,7.4
RAL 5018 (S1)-LS,1,LS 62,7
RAL 5019 (S1)-LS,1,LS 44,34.6
RAL 5019 (S1)-LS,1,LS 40,32.8
RAL 5019 (S1)-LS,1,LS 90,28.6
RAL 5019 (S1)-LS,1,LS 61,4
RAL 5020 (S1)-LS,1,LS 54,46.6
RAL 5020 (S1)-LS,1,LS 46,46.1
RAL 5020 (S1)-LS,1,LS 90,5.3
RAL 5020 (S1)-LS,1,LS 25,2
RAL 5021 (S1)-LS,1,LS 54,45
RAL 5021 (S1)-LS,1,LS 90,32.3
RAL 5021 (S1)-LS,1,LS 44,17.2
RAL 5021 (S1)-LS,1,LS 25,4.6
RAL 5021 (S1)-LS,1,LS 61,0.9
RAL 5022 (S1)-LS,1,LS 30,44.4
RAL 5022 (S1)-LS,1,LS 40,27.1
RAL 5022 (S1)-LS,1,LS 90,11
RAL 5022 (S1)-LS,1,LS 46,9.9
RAL 5022 (S1)-LS,1,LS 20,7.6
RAL 5023 (S1)-LS,1,LS 90,56.6
RAL 5023 (S1)-LS,1,LS 30,15.6
RAL 5023 (S1)-LS,1,LS 44,13.2
RAL 5023 (S1)-LS,1,LS 25,11.2
RAL 5023 (S1)-LS,1,LS 46,2.6
RAL 5023 (S1)-LS,1,LS 61,0.8
RAL 5024 (S1)-LS,1,LS 90,78.8
RAL 5024 (S1)-LS,1,LS 46,8.8
RAL 5024 (S1)-LS,1,LS 25,5.1
RAL 5024 (S1)-LS,1,LS 44,3
RAL 5024 (S1)-LS,1,LS 30,3
RAL 5024 (S1)-LS,1,LS 61,1.3
RAL 6000 (S1)-LS,1,LS 54,44.5
RAL 6000 (S1)-LS,1,LS 90,28.7
RAL 6000 (S1)-LS,1,LS 67,20.4
RAL 6000 (S1)-LS,1,LS 25,6.4
RAL 6001 (S1)-LS,1,LS 54,63.2
RAL 6001 (S1)-LS,1,LS 62,16.8
RAL 6001 (S1)-LS,1,LS 90,8.7
RAL 6001 (S1)-LS,1,LS 25,6.2
RAL 6001 (S1)-LS,1,LS 66,4.6
RAL 6001 (S1)-LS,1,LS 67,0.5
RAL 6002 (S1)-LS,1,LS 62,36.3
RAL 6002 (S1)-LS,1,LS 67,27.9
RAL 6002 (S1)-LS,1,LS 44,27.4
RAL 6002 (S1)-LS,1,LS 66,5.9
RAL 6002 (S1)-LS,1,LS 25,2.5
RAL 6003 (S1)-LS,1,LS 67,57.8
RAL 6003 (S1)-LS,1,LS 25,19
RAL 6003 (S1)-LS,1,LS 90,11.4
RAL 6003 (S1)-LS,1,LS 54,9.4
RAL 6003 (S1)-LS,1,LS 61,2.4
RAL 6004 (S1)-LS,1,LS 54,65.6
RAL 6004 (S1)-LS,1,LS 25,15.5
RAL 6004 (S1)-LS,1,LS 90,11.8
RAL 6004 (S1)-LS,1,LS 40,7.1
RAL 6005 (S1)-LS,1,LS 54,56.1
RAL 6005 (S1)-LS,1,LS 67,22.7
RAL 6005 (S1)-LS,1,LS 99,17
RAL 6005 (S1)-LS,1,LS 25,4.2
RAL 6006 (S1)-LS,1,LS 25,39.8
RAL 6006 (S1)-LS,1,LS 67,22.2
RAL 6006 (S1)-LS,1,LS 54,13.2
RAL 6006 (S1)-LS,1,LS 61,11.1
RAL 6006 (S1)-LS,1,LS 90,7.9
RAL 6006 (S1)-LS,1,LS 77,5.8
RAL 6007 (S1)-LS,1,LS 54,41.6
RAL 6007 (S1)-LS,1,LS 25,21.6
RAL 6007 (S1)-LS,1,LS 67,13.5
RAL 6007 (S1)-LS,1,LS 77,8.3
RAL 6007 (S1)-LS,1,LS 61,6
RAL 6007 (S1)-LS,1,LS 62,4.1
RAL 6007 (S1)-LS,1,LS 44,4.1
RAL 6007 (S1)-LS,1,LS 90,0.8
RAL 6008 (S1)-LS,1,LS 25,52.7
RAL 6008 (S1)-LS,1,LS 99,22.8
RAL 6008 (S1)-LS,1,LS 66,9.5
RAL 6008 (S1)-LS,1,LS 74,5.7
RAL 6008 (S1)-LS,1,LS 54,3.8
RAL 6008 (S1)-LS,1,LS 62,2.8
RAL 6008 (S1)-LS,1,LS 67,2.7
RAL 6009 (S1)-LS,1,LS 67,34.9
RAL 6009 (S1)-LS,1,LS 25,25.2
RAL 6009 (S1)-LS,1,LS 56,24.6
RAL 6009 (S1)-LS,1,LS 46,10.3
RAL 6009 (S1)-LS,1,LS 90,2
RAL 6009 (S1)-LS,1,LS 62,2
RAL 6009 (S1)-LS,1,LS 66,1
RAL 6010 (S1)-LS,1,LS 62,33.1
RAL 6010 (S1)-LS,1,LS 56,29.5
RAL 6010 (S1)-LS,1,LS 67,12.6
RAL 6010 (S1)-LS,1,LS 25,12.2
RAL 6010 (S1)-LS,1,LS 90,6.4
RAL 6010 (S1)-LS,1,LS 46,6.2
RAL 6011 (S1)-LS,1,LS 90,34
RAL 6011 (S1)-LS,1,LS 67,22.7
RAL 6011 (S1)-LS,1,LS 61,17.2
RAL 6011 (S1)-LS,1,LS 54,13.1
RAL 6011 (S1)-LS,1,LS 25,13
RAL 6012 (S1)-LS,1,LS 25,40.7
RAL 6012 (S1)-LS,1,LS 44,26.1
RAL 6012 (S1)-LS,1,LS 90,14.7
RAL 6012 (S1)-LS,1,LS 66,11.7
RAL 6012 (S1)-LS,1,LS 61,3.7
RAL 6012 (S1)-LS,1,LS 46,3.1
RAL 6013 (S1)-LS,1,LS 90,47.2
RAL 6013 (S1)-LS,1,LS 25,23.3
RAL 6013 (S1)-LS,1,LS 62,10.9
RAL 6013 (S1)-LS,1,LS 66,8.3
RAL 6013 (S1)-LS,1,LS 67,5.8
RAL 6013 (S1)-LS,1,LS 46,4.5
RAL 6014 (S1)-LS,1,LS 20,65.8
RAL 6014 (S1)-LS,1,LS 62,13
RAL 6014 (S1)-LS,1,LS 90,8.7
RAL 6014 (S1)-LS,1,LS 77,6.5
RAL 6014 (S1)-LS,1,LS 66,5.4
RAL 6014 (S1)-LS,1,LS 67,0.6
RAL 6015 (S1)-LS,1,LS 67,24.7
RAL 6015 (S1)-LS,1,LS 99,22.5
RAL 6015 (S1)-LS,1,LS 40,22.2
RAL 6015 (S1)-LS,1,LS 56,19.4
RAL 6015 (S1)-LS,1,LS 77,11.2
RAL 6016 (S1)-LS,1,LS 56,47.4
RAL 6016 (S1)-LS,1,LS 90,21.8
RAL 6016 (S1)-LS,1,LS 54,20
RAL 6016 (S1)-LS,1,LS 20,10.8
RAL 6017 (S1)-LS,1,LS 62,44
RAL 6017 (S1)-LS,1,LS 90,20
RAL 6017 (S1)-LS,1,LS 46,19.8
RAL 6017 (S1)-LS,1,LS 54,11
RAL 6017 (S1)-LS,1,LS 66,5.2
RAL 6018 (S1)-LS,1,LS 62,51.8
RAL 6018 (S1)-LS,1,LS 54,30.9
RAL 6018 (S1)-LS,1,LS 90,14.9
RAL 6018 (S1)-LS,1,LS 25,2.4
RAL 6019 (S1)-LS,1,LS 90,84.8
RAL 6019 (S1)-LS,1,LS 67,6.8
RAL 6019 (S1)-LS,1,LS 54,4.7
RAL 6019 (S1)-LS,1,LS 61,2
RAL 6019 (S1)-LS,1,LS 20,1.7
RAL 6020 (S1)-LS,1,LS 67,33
RAL 6020 (S1)-LS,1,LS 25,30.6
RAL 6020 (S1)-LS,1,LS 54,23.7
RAL 6020 (S1)-LS,1,LS 90,8.3
RAL 6020 (S1)-LS,1,LS 66,2.3
RAL 6020 (S1)-LS,1,LS 62,2.1
RAL 6021 (S1)-LS,1,LS 90,55.8
RAL 6021 (S1)-LS,1,LS 67,27.6
RAL 6021 (S1)-LS,1,LS 54,11.3
RAL 6021 (S1)-LS,1,LS 25,3.3
RAL 6021 (S1)-LS,1,LS 61,2
RAL 6022 (S1)-LS,1,LS 25,67
RAL 6022 (S1)-LS,1,LS 66,13.3
RAL 6022 (S1)-LS,1,LS 77,6.8
RAL 6022 (S1)-LS,1,LS 62,6.6
RAL 6022 (S1)-LS,1,LS 90,6.3
RAL 6024 (S1)-LS,1,LS 54,54.2
RAL 6024 (S1)-LS,1,LS 90,28
RAL 6024 (S1)-LS,1,LS 62,10.4
RAL 6024 (S1)-LS,1,LS 25,6.2
RAL 6024 (S1)-LS,1,LS 44,1.2
RAL 6025 (S1)-LS,1,LS 62,36.2
RAL 6025 (S1)-LS,1,LS 40,29.4
RAL 6025 (S1)-LS,1,LS 90,14
RAL 6025 (S1)-LS,1,LS 66,10.2
RAL 6025 (S1)-LS,1,LS 67,5.5
RAL 6025 (S1)-LS,1,LS 54,3.8
RAL 6025 (S1)-LS,1,LS 29,0.9
RAL 6026 (S1)-LS,1,LS 56,72.9
RAL 6026 (S1)-LS,1,LS 46,14.9
RAL 6026 (S1)-LS,1,LS 90,11.2
RAL 6026 (S1)-LS,1,LS 25,1
RAL 6027 (S1)-LS,1,LS 90,80.9
RAL 6027 (S1)-LS,1,LS 54,7.9
RAL 6027 (S1)-LS,1,LS 40,6.3
RAL 6027 (S1)-LS,1,LS 67,4.9
RAL 6028 (S1)-LS,1,LS 67,55.1
RAL 6028 (S1)-LS,1,LS 44,21.1
RAL 6028 (S1)-LS,1,LS 90,10.8
RAL 6028 (S1)-LS,1,LS 25,10
RAL 6028 (S1)-LS,1,LS 62,3
RAL 6029 (S1)-LS,1,LS 54,77.6
RAL 6029 (S1)-LS,1,LS 62,11.2
RAL 6029 (S1)-LS,1,LS 90,7.2
RAL 6029 (S1)-LS,1,LS 44,2.2
RAL 6029 (S1)-LS,1,LS 20,1.8
RAL 6032 (S1)-LS,1,LS 54,50.9
RAL 6032 (S1)-LS,1,LS 90,20.2
RAL 6032 (S1)-LS,1,LS 67,19.4
RAL 6032 (S1)-LS,1,LS 62,6.2
RAL 6032 (S1)-LS,1,LS 44,3.3
RAL 6033 (S1)-LS,1,LS 90,43.7
RAL 6033 (S1)-LS,1,LS 67,28.5
RAL 6033 (S1)-LS,1,LS 46,11.8
RAL 6033 (S1)-LS,1,LS 44,10.4
RAL 6033 (S1)-LS,1,LS 61,3.3
RAL 6033 (S1)-LS,1,LS 25,2.3
RAL 6034 (S1)-LS,1,LS 90,78.2
RAL 6034 (S1)-LS,1,LS 67,13
RAL 6034 (S1)-LS,1,LS 46,5.9
RAL 6034 (S1)-LS,1,LS 44,1.9
RAL 6034 (S1)-LS,1,LS 20,1
RAL 7000 (S1)-LS,1,LS 90,80.1
RAL 7000 (S1)-LS,1,LS 25,15.6
RAL 7000 (S1)-LS,1,LS 44,3.2
RAL 7000 (S1)-LS,1,LS 88,0.7
RAL 7000 (S1)-LS,1,LS 67,0.4
RAL 7001 (S1)-LS,1,LS 90,82.9
RAL 7001 (S1)-LS,1,LS 20,11.4
RAL 7001 (S1)-LS,1,LS 25,4.3
RAL 7001 (S1)-LS,1,LS 40,1.4
RAL 7002 (S1)-LS,1,LS 90,50.1
RAL 7002 (S1)-LS,1,LS 67,25.3
RAL 7002 (S1)-LS,1,LS 25,14.7
RAL 7002 (S1)-LS,1,LS 61,8.3
RAL 7002 (S1)-LS,1,LS 77,1.6
RAL 7003 (S1)-LS,1,LS 90,53.2
RAL 7003 (S1)-LS,1,LS 67,23.5
RAL 7003 (S1)-LS,1,LS 25,21.1
RAL 7003 (S1)-LS,1,LS 62,1.5
RAL 7003 (S1)-LS,1,LS 66,0.7
RAL 7004 (S1)-LS,1,LS 90,78.6
RAL 7004 (S1)-LS,1,LS 20,16
RAL 7004 (S1)-LS,1,LS 67,3.3
RAL 7004 (S1)-LS,1,LS 77,1.6
RAL 7004 (S1)-LS,1,LS 44,0.5
RAL 7005 (S1)-LS,1,LS 90,67.7
RAL 7005 (S1)-LS,1,LS 25,26.2
RAL 7005 (S1)-LS,1,LS 66,2.7
RAL 7005 (S1)-LS,1,LS 44,1.6
RAL 7005 (S1)-LS,1,LS 67,1.3
RAL 7005 (S1)-LS,1,LS 62,0.5
RAL 7006 (S1)-LS,1,LS 67,39.7
RAL 7006 (S1)-LS,1,LS 90,37.8
RAL 7006 (S1)-LS,1,LS 25,18.2
