SampleID,Tag_Brand,Tag_Color Code,Tag_Color,Tag_Edition,Evaluation,BUCKET,DATABASE,Tag_Coarseness
MERCEDES 197 (S4),MERCEDES ,197,OBSIDIANSCHWARZ MET,1998-2023,2,2,CAMPAIGN MEASUREMENT,Medium
MERCEDES 197 (S3),MERCEDES ,197,OBSIDIANSCHWARZ MET,1998-2023,2,2,CAMPAIGN MEASUREMENT,Medium
MERCEDES 197 (S2),MERCEDES ,197,OBSIDIANSCHWARZ MET,1998-2023,2,2,CAMPAIGN MEASUREMENT,Medium
FORD 17V (S1),FORD EUROPE,17V,PANTHER BLACK PEARL,2005-2019,1,2,CAMPAIGN MEASUREMENT,Fine
GM GAR (S3),GM,GAR,CARBON FLASH MET,2008-2023,3,2,CAMPAIGN MEASUREMENT,Coarse
KIA 1E (S1),KIA,1E,TOMATO RED,2009-2014,1,2,CAMPAIGN MEASUREMENT,Fine
KIA ALM (S1),KIA,ALM,LIME,2010-2012,1,2,CAMPAIGN MEASUREMENT,Fine
KIA AYE (S1),KIA,AYE,MUSTARD,2014-2016,1,2,CAMPAIGN MEASUREMENT,Fine
ALFA ROMEO 632 (S2),ALFA ROMEO,632,BLACK MICA MET,1994-2006,3,2,CAMPAIGN MEASUREMENT,Coarse
ALFA ROMEO 632 (S3),ALFA ROMEO,632,BLACK MICA MET,1994-2006,4,2,CAMPAIGN MEASUREMENT,Extra Coarse
ALFA ROMEO 632 (S4),ALFA ROMEO,632,BLACK MICA MET,1994-2006,3,2,CAMPAIGN MEASUREMENT,Coarse
FORD EUROPE 8E (S2),FORD EUROPE,8E,MAGNUM GREY MET,2002-2007,3,2,CAMPAIGN MEASUREMENT,Coarse
FORD EUROPE 8E (S3),FORD EUROPE,8E,MAGNUM GREY MET,2002-2007,3,2,CAMPAIGN MEASUREMENT,Coarse
OPEL 168 (S4),OPEL,168,METRO BLUE MICA,2005-2012,2,2,CAMPAIGN MEASUREMENT,Medium
OPEL 20R (S3),OPEL,20R,SAPHIRSCHWARZ MICA,2001-2013,2,2,CAMPAIGN MEASUREMENT,Medium
KIA LAR (S1),KIA,LAR,LIME TWIST,2009-2013,1,2,CAMPAIGN MEASUREMENT,Fine
KIA R8 (S1),KIA,R8,DARK ROSE RED MET,2004-2009,1,2,CAMPAIGN MEASUREMENT,Fine
KIA AA2 (S1),KIA,AA2,CLYDE BLUE,2009-2013,1,2,CAMPAIGN MEASUREMENT,Fine
KIA DI (S1),KIA,DI,SAVANNA BEIGE,2004-2009,1,2,CAMPAIGN MEASUREMENT,Fine
KIA 1H (S1),KIA,1H,BLUE STONE,2009-2012,1,2,CAMPAIGN MEASUREMENT,Fine
KIA JA (S1),KIA,JA,SHINE RED,2010-2011,1,2,CAMPAIGN MEASUREMENT,Fine
KIA DRR (S1),KIA,DRR,RACING RED,2010-2017,1,2,CAMPAIGN MEASUREMENT,Fine
KIA HR (S1),KIA,HR,SO RED,2006-2010,1,2,CAMPAIGN MEASUREMENT,Fine
NISSAN KBD (S1),NISSAN,KBD,DARK GREY PEARL METALLIC,2012-2022,3,2,CAMPAIGN MEASUREMENT,Coarse
KIA 7S- (S1),KIA,7S,FINE SILVER MET,2006-2010,2,2,CAMPAIGN MEASUREMENT,Medium
KIA N1 (S1),KIA,N1,CHAMPAGNE GOLD MET,2009-2010,2,2,CAMPAIGN MEASUREMENT,Medium
KIA 3H (S1),KIA,3H,VOLCANIC RED PEARL,2006-2010,1,2,CAMPAIGN MEASUREMENT,Fine
KIA R5 (S1),KIA,R5,PEPPER RED MET,2001-2003,2,2,CAMPAIGN MEASUREMENT,Medium
KIA MBA (S1),KIA,MBA,MUSCLE BEIGE MET,2010-2012,1,2,CAMPAIGN MEASUREMENT,Fine
KIA K9 (S1),KIA,K9,GLACIER BLUE MET,2005-2014,3,2,CAMPAIGN MEASUREMENT,Coarse
KIA C0 (S1),KIA,C0,COOL BLUE MET ,2008-2012,2,2,CAMPAIGN MEASUREMENT,Medium
FORD EUROPE 8E (S1),FORD EUROPE,8E,MAGNUM GREY MET,2002-2007,3,2,CAMPAIGN MEASUREMENT,Coarse
FORD EUROPE 6DYEWWA (S1),FORD EUROPE,6DYEWWA,SEA GREY MET,2006-2007,3,2,CAMPAIGN MEASUREMENT,Coarse
ALFA ROMEO 318B (S1),ALFA ROMEO,318B,GRIGIO STROMBOLI MET,2016-2020,3,2,CAMPAIGN MEASUREMENT,Coarse
ALFA ROMEO 632 (S1),ALFA ROMEO,632,BLACK MICA MET,1994-2006,3,2,CAMPAIGN MEASUREMENT,Coarse
OPEL 168 (S3),OPEL,168,METRO BLAU MICA,2005-2012,3,2,CAMPAIGN MEASUREMENT,Coarse
MITSUBISHI F20 (S1),MITSUBISHI,F20,PALE GREEN,2008-2013,1,2,CAMPAIGN MEASUREMENT,Fine
LADA 676 (S1),LADA,676,BLACK PEARL,2014-2022,3,2,CAMPAIGN MEASUREMENT,Coarse
TOYOTA 204 (S1),TOYOTA,204,BLACK MET,1985-2006,1,2,CAMPAIGN MEASUREMENT,Fine
KIA I7 (S1),KIA,I7,GREEN TEA LATTE PEARL MET,2009-2014,2,2,CAMPAIGN MEASUREMENT,Medium
KIA 9V (S1),KIA,9V,VIOLET IRIS PEARL,2006-2010,1,2,CAMPAIGN MEASUREMENT,Fine
KIA E2 (S1),KIA,E2,HIKE GREEN PEARL,2006-2010,2,2,CAMPAIGN MEASUREMENT,Medium
KIA D2B (S1),KIA,D2B,ELECTRONIC YELLOW MET,2010-2012,2,2,CAMPAIGN MEASUREMENT,Medium
KIA GC8 (S1),KIA,GC8,CHAMPAGNE GOLD MET,2012-2013,2,2,CAMPAIGN MEASUREMENT,Medium
KIA U4 (S1),KIA,U4,WHITE PEARL,2001-2010,1,2,CAMPAIGN MEASUREMENT,Fine
HYUNDAI PEG (S1),HYUNDAI,PEG,PALM GREEN MET,2011-2011,2,2,CAMPAIGN MEASUREMENT,Medium
KIA LC (S1),KIA,LC,LIGHT GRAPHITE MET,2009-2014,4,2,CAMPAIGN MEASUREMENT,Extra Coarse
KIA D2 (S1),KIA,D2,DESERT BEIGE MET,2004-2007,2,2,CAMPAIGN MEASUREMENT,Medium
KIA Y3 (S1),KIA,Y3,GREENISH GOLD PEARL,2005-2009,2,2,CAMPAIGN MEASUREMENT,Medium
KIA 4Y (S1),KIA,4Y,SAND BEIGE MET,2004-2009,3,2,CAMPAIGN MEASUREMENT,Coarse
KIA 6W (S1),KIA,6W,WARM GREY MET,2004-2007,3,2,CAMPAIGN MEASUREMENT,Coarse
MITSUBISHI F15 (S1),MITSUBISHI,F15,DEEP FAIRWAY GREEN PEARL,2006-2018,3,2,CAMPAIGN MEASUREMENT,Coarse
MITSUBISHI A98 (S1),MITSUBISHI,A98,GLAMOUR GREY MET,2007-2013,2,2,CAMPAIGN MEASUREMENT,Medium
MITSUBISHI C12 (S1),MITSUBISHI,C12,DARK BROWN PEARL,2014-2017,3,2,CAMPAIGN MEASUREMENT,Coarse
MITSUBISHI M03 (S1),MITSUBISHI,M03,ORANGE PEARL,2006-2012,2,2,CAMPAIGN MEASUREMENT,Medium
MITSUBISHI F16 (S1),MITSUBISHI,F16,JADE GREEN MICA,2007-2008,4,2,CAMPAIGN MEASUREMENT,Extra Coarse
MITSUBISHI G94 (S1),MITSUBISHI,G94,LIGHT GREEN MET,2004-2005,1,2,CAMPAIGN MEASUREMENT,Fine
MITSUBISHI A86 (S1),MITSUBISHI,A86,GREENISH SILVER MET,2005-2015,3,2,CAMPAIGN MEASUREMENT,Coarse
MITSUBISHI A70 (S1),MITSUBISHI,A70,GREENISH SILVER MET,2007-2009,3,2,CAMPAIGN MEASUREMENT,Coarse
MITSUBISHI A40 (S1),MITSUBISHI,A40,SILVER MET,2004-2011,2,2,CAMPAIGN MEASUREMENT,Medium
KIA K2 (S1),KIA,K2,INDIGO BLUE MET,2002-2009,3,2,CAMPAIGN MEASUREMENT,Coarse
KIA UAA (S1),KIA,UAA,COSMIC BLUE MET,2012-2018,2,2,CAMPAIGN MEASUREMENT,Medium
MERCEDES 904 (S1),MERCEDES ,904,DUNKELBLAU,1968-2023,1,2,CAMPAIGN MEASUREMENT,Fine
MERCEDES 904 (S2),MERCEDES ,904,DUNKELBLAU,1968-2023,1,2,CAMPAIGN MEASUREMENT,Fine
MERCEDES 904 (S3),MERCEDES ,904,DUNKELBLAU,1968-2023,1,2,CAMPAIGN MEASUREMENT,Fine
FORD AMERICA UJ (S1),FORD AMERICA,UJ,STERLING GREY MET,2009-2023,4,2,CAMPAIGN MEASUREMENT,Extra Coarse
VOLVO 723 (S1),VOLVO,723,DENIM BLUE MET,2016-2023,3,2,CAMPAIGN MEASUREMENT,Coarse
CHRYSLER PXJ (S1),CHRYSLER,PXJ,DIAMOND BLACK CRYSTAL PEARL,2016-2023,1,2,CAMPAIGN MEASUREMENT,Fine
TOYOTA 183 (S1),TOYOTA,183,DARK BLUISH GREY MICA MET,1990-2004,4,2,CAMPAIGN MEASUREMENT,Extra Coarse
TOYOTA 183 (S2),TOYOTA,183,DARK BLUISH GREY MICA MET,1990-2004,4,2,CAMPAIGN MEASUREMENT,Extra Coarse
TOYOTA 1A2 (S1),TOYOTA,1A2,LIGHT GRAIGE MET,1994-2004,3,2,CAMPAIGN MEASUREMENT,Coarse
TOYOTA 1B2 (S1),TOYOTA,1B2,GREY MICA MET,1997-2001,2,2,CAMPAIGN MEASUREMENT,Medium
MERCEDES 721 (S1),MERCEDES,721,ONYXGRAU MICA,1994-1999,2,2,CAMPAIGN MEASUREMENT,Medium
TOYOTA 3P1 (S1),TOYOTA,3P1,RED MICA MET,2000-2008,1,2,CAMPAIGN MEASUREMENT,Fine
MERCEDES 933 (S1),MERCEDES,933,TIEFSEEBLAU MICA,1996-2002,2,2,CAMPAIGN MEASUREMENT,Medium
AUDI LZ7M (S1),AUDI,LZ7M,OPAL PERLEFFEKT,1988-2004,3,2,CAMPAIGN MEASUREMENT,Coarse
HONDA YR578M (S2),HONDA,YR578M,URBAN TITANIUM MET,2008-2018,3,2,CAMPAIGN MEASUREMENT,Coarse
AUDI LC9Z (S2),AUDI,LC9Z,BLACK MAGIC PERL,1993-2016,2,2,CAMPAIGN MEASUREMENT,Medium
AUDI LD7U (S1),AUDI,LD7U,OFFROAD GREY PERLEFFEKT,1997-2015,3,2,CAMPAIGN MEASUREMENT,Coarse
AUDI LZ9W (S1),AUDI,LZ9W,EBONYSCHWARZ PERLEFFEKT,1997-2011,2,2,CAMPAIGN MEASUREMENT,Medium
RENAULT 472 (S5),RENAULT,472,BLEU CREPUSCULE NACRE,1992-2015,2,2,CAMPAIGN MEASUREMENT,Medium
RENAULT 608 (S1),RENAULT,608,GRIS TUNGSTENE MET,1988-1995,2,2,CAMPAIGN MEASUREMENT,Medium
RENAULT 671 (S1),RENAULT,671,BLEU NYMPHEA MET,1997-2001,3,2,CAMPAIGN MEASUREMENT,Coarse
RENAULT 630 (S1),RENAULT,630,GRIS XERUS MET,1995-2001,3,2,CAMPAIGN MEASUREMENT,Coarse
RENAULT 630 (S2),RENAULT,630,GRIS XERUS MET,1995-2001,3,2,CAMPAIGN MEASUREMENT,Coarse
RENAULT CNB (S1),RENAULT,CNB,BRUN MOKA MET,2008-2022,3,2,CAMPAIGN MEASUREMENT,Coarse
RENAULT 676 (S1),RENAULT,676,NOIR NACRE,1991-2022,2,2,CAMPAIGN MEASUREMENT,Medium
RENAULT 676 (S4),RENAULT,676,NOIR NACRE,1991-2022,3,2,CAMPAIGN MEASUREMENT,Coarse
RENAULT B66 (S1),RENAULT,B66,GRIS ECLIPSE NACRE MET,2000-2015,4,2,CAMPAIGN MEASUREMENT,Extra Coarse
RENAULT B66 (S2),RENAULT,B66,GRIS ECLIPSE NACRE MET,2000-2015,4,2,CAMPAIGN MEASUREMENT,Extra Coarse
RENAULT D97 (S1),RENAULT,D97,VERT CUIVRE MET,2002-2010,3,2,CAMPAIGN MEASUREMENT,Coarse
RENAULT CNB (S2),RENAULT,CNB,BRUN MOKA MET,2008-2022,3,2,CAMPAIGN MEASUREMENT,Coarse
RENAULT 296 (S1),RENAULT,296,VERT SCARABEE MET,1997-2003,3,2,CAMPAIGN MEASUREMENT,Coarse
RENAULT 941 (S1),RENAULT,941,VERT FIDJI MET,1995-2001,4,2,CAMPAIGN MEASUREMENT,Extra Coarse
RENAULT 963 (S2),RENAULT,963,VERT ANGLAIS MET,1994-1999,3,2,CAMPAIGN MEASUREMENT,Coarse
MITSUBISHI A56 (S1),MITSUBISHI,A56,KAGE BLUE PEARL MET,2007-2008,3,2,CAMPAIGN MEASUREMENT,Coarse
NISSAN DS2 (S1),NISSAN,DS2,YELLOWISH GREEN PEARL MET,1997-2007,3,2,CAMPAIGN MEASUREMENT,Coarse
HONDA G530M (S1),HONDA,G530M,MYSTIC GREEN MET,2008-2010,3,2,CAMPAIGN MEASUREMENT,Coarse
CHRYSLER PAR (S1),CHRYSLER,PAR,MAXIMUM STEEL MET,2012-2022,4,2,CAMPAIGN MEASUREMENT,Extra Coarse
BMW 896 (S1),BMW,896,BLUEWATER MET,2002-2014,2,2,CAMPAIGN MEASUREMENT,Medium
AUDI LR7M (S1),AUDI,LR7M,GALAPAGOS ANTHRAZIT MET,2006-2013,4,2,CAMPAIGN MEASUREMENT,Extra Coarse
AUDI LD7R (S1),AUDI,LD7R,PEPPER GREY MET,2009-2017,3,2,CAMPAIGN MEASUREMENT,Coarse
AUDI LD7Z (S1),AUDI,LD7Z,SALTLAKE GREY MET,2003-2010,2,2,CAMPAIGN MEASUREMENT,Medium
AUDI LZ7L (S3),AUDI,LZ7L,LAVAGRAU MET,2002-2017,4,2,CAMPAIGN MEASUREMENT,Extra Coarse
AUDI LC9Z (S1),AUDI,LC9Z,BLACK MAGIC PERL,1993-2016,1,2,CAMPAIGN MEASUREMENT,Fine
BMW A11 (S1),BMW,A11,HIGHLANDGRUEN MET,2003-2009,3,2,CAMPAIGN MEASUREMENT,Coarse
TOYOTA 4X7 (S1),TOYOTA,4X7,GRAPHITE PEARL MET,2017-2022,4,2,CAMPAIGN MEASUREMENT,Extra Coarse
TOYOTA 1H9 (S1),TOYOTA,1H9,MERCURY GRAY MICA,2010-2023,4,2,CAMPAIGN MEASUREMENT,Extra Coarse
RENAULT DXA (S1),RENAULT,DXA,OLIVE MET,2008-2015,2,2,CAMPAIGN MEASUREMENT,Medium
RENAULT F41 (S1),RENAULT,F41,BREEZE BLUE MET,2001-2009,2,2,CAMPAIGN MEASUREMENT,Medium
RENAULT F41 (S2),RENAULT,F41,BREEZE BLUE MET,2001-2009,2,2,CAMPAIGN MEASUREMENT,Medium
RENAULT GNA (S1),RENAULT,GNA,NOIR PROFOND NACRE,2005-2022,#N/A,2,CAMPAIGN MEASUREMENT,#N/A
RENAULT WXC (S1),RENAULT,WXC,MARS GREY MET,2011-2016,4,2,CAMPAIGN MEASUREMENT,Extra Coarse
RENAULT WXA (S1),RENAULT,WXA,LAVA GREY MET,2009-2013,4,2,CAMPAIGN MEASUREMENT,Extra Coarse
RENAULT RXA (S1),RENAULT,RXA,BLUISH SILVER MET,2008-2015,4,2,CAMPAIGN MEASUREMENT,Extra Coarse
RENAULT KND (S1),RENAULT,KND,GRIS ETAIN MET,2006-2012,4,2,CAMPAIGN MEASUREMENT,Extra Coarse
RENAULT J43 (S1),RENAULT,J43,AZUL PANORAMA MET,2004-2022,3,2,CAMPAIGN MEASUREMENT,Coarse
AUDI LD7R (S2),AUDI,LD7R,PEPPER GREY MET,2009-2017,3,2,CAMPAIGN MEASUREMENT,Coarse
TOYOTA 4V8 (S1),TOYOTA,4V8,AVANT GARDE BRONZE MET,2012-2022,2,2,CAMPAIGN MEASUREMENT,Medium
AUDI LZ7H (S1),AUDI,LZ7H,METEORGRAU MET,2007-2014,2,2,CAMPAIGN MEASUREMENT,Medium
BMW 317 (S1),BMW,317,ORIENTBLAU MET,1992-2022,2,2,CAMPAIGN MEASUREMENT,Medium
HONDA G508P (S1),HONDA,G508P,NOBLE GREEN PEARL,2001-2003,4,2,CAMPAIGN MEASUREMENT,Extra Coarse
AUDI LZ7L (S1),AUDI,LZ7L,LAVAGRAU MET,2002-2017,3,2,CAMPAIGN MEASUREMENT,Coarse
AUDI LZ7Q (S2),AUDI,LZ7Q,AUSTERNGRAU MET,2002-2012,4,2,CAMPAIGN MEASUREMENT,Extra Coarse
AUDI LZ7M (S2),AUDI,LZ7M,OPAL PERLEFFEKT,1988-2004,3,2,CAMPAIGN MEASUREMENT,Coarse
AUDI LZ7X (S1),AUDI,LZ7X,NIMBUSGRAU PERLEFFEKT,1999-2023,2,2,CAMPAIGN MEASUREMENT,Medium
BMW A36 (S1),BMW,A36,TITANGRAU 2 MET,2003-2009,3,2,CAMPAIGN MEASUREMENT,Coarse
BMW 482 (S1),BMW,482,TOLEDOBLAU PERLCOLOR,2001-2009,3,2,CAMPAIGN MEASUREMENT,Coarse
AUDI LD7X (S1),AUDI,LD7X,PLATINUM GREY MET,2002-2023,3,2,CAMPAIGN MEASUREMENT,Coarse
TOYOTA S37 (S1),TOYOTA,S37,GREY MET,2012-2012,3,2,CAMPAIGN MEASUREMENT,Coarse
TOYOTA S33 (S1),TOYOTA,S33,TITANIUM GREY MET,2006-2014,3,2,CAMPAIGN MEASUREMENT,Coarse
RENAULT KNA (S1),RENAULT,KNA,GRIS COMETE MET,2005-2023,4,2,CAMPAIGN MEASUREMENT,Extra Coarse
TOYOTA 1B6 (S1),TOYOTA,1B6,GREY MET,1997-2014,2,2,CAMPAIGN MEASUREMENT,Medium
RENAULT KPE (S1),RENAULT,KPE,GRIS LUNAIRE MET,2013-2023,3,2,CAMPAIGN MEASUREMENT,Coarse
RENAULT 603 (S1),RENAULT,603,GRIS HOLOGRAMME NACRE MET,1999-2011,3,2,CAMPAIGN MEASUREMENT,Coarse
TOYOTA 5B8 (S1),TOYOTA,5B8,SPICY KHAKI PEARL MET,2015-2017,3,2,CAMPAIGN MEASUREMENT,Coarse
TOYOTA 9AH (S2),TOYOTA,9AH,DEEP AMETHYST MICA MET,2007-2022,3,2,CAMPAIGN MEASUREMENT,Coarse
TOYOTA X07 (S1),TOYOTA,X07,BLACK MICA MET,2004-2021,2,2,CAMPAIGN MEASUREMENT,Medium
TOYOTA 6W4 (S1),TOYOTA,6W4,ALUMINA JADE MET,2014-2022,3,2,CAMPAIGN MEASUREMENT,Coarse
TOYOTA 6W4 (S2),TOYOTA,6W4,ALUMINA JADE MET,2014-2022,3,2,CAMPAIGN MEASUREMENT,Coarse
TOYOTA EYJ (S1),TOYOTA,EYJ,CORSICA ANTHRACITE MET,2013-2016,4,2,CAMPAIGN MEASUREMENT,Extra Coarse
AUDI LZ7Q (S1),AUDI,LZ7Q,AUSTERNGRAU MET,2002-2012,4,2,CAMPAIGN MEASUREMENT,Extra Coarse
AUDI LD7W (S1),AUDI,LD7W,URBAN GREY MET,1997-2014,2,2,CAMPAIGN MEASUREMENT,Medium
RENAULT GXA (S2),RENAULT,GXA,NOIR D'IVOIRE MET,2008-2023,1,2,CAMPAIGN MEASUREMENT,Fine
RENAULT GXA (S1),RENAULT,GXA,NOIR D'IVOIRE MET,2008-2023,1,2,CAMPAIGN MEASUREMENT,Fine
TOYOTA 8S2 (S1),TOYOTA,8S2,BLUE MICA MET,2003-2009,2,2,CAMPAIGN MEASUREMENT,Medium
TOYOTA 8T1 (S1),TOYOTA,8T1,GREYISH BLUE MICA MET,2005-2012,2,2,CAMPAIGN MEASUREMENT,Medium
TOYOTA 8S5 (S1),TOYOTA,8S5,GREYISH BLUE MET,2004-2007,4,2,CAMPAIGN MEASUREMENT,Extra Coarse
TOYOTA 8R9 (S1),TOYOTA,8R9,DARK GREEN MICA MET,2003-2008,4,2,CAMPAIGN MEASUREMENT,Extra Coarse
TOYOTA 4W4 (S1),TOYOTA,4W4,"	DARK SHERRY MICA MET",2014-2021,3,2,CAMPAIGN MEASUREMENT,Coarse
TOYOTA 219 (S1),TOYOTA,219,PRECIOUS BLACK PEARL,2012-2023,1,2,CAMPAIGN MEASUREMENT,Fine
TOYOTA 8R3 (S1),TOYOTA,8R3,"	GREYISH BLUE MET",2002-2020,2,2,CAMPAIGN MEASUREMENT,Medium
TOYOTA 1H1 (S1),TOYOTA,1H1,PREDAWN GREY MICA,2011-2023,3,2,CAMPAIGN MEASUREMENT,Coarse
TOYOTA 1J5 (S1),TOYOTA,1J5,MELLOW SILVER MET,2012-2017,2,2,CAMPAIGN MEASUREMENT,Medium
TOYOTA 4W9 (S1),TOYOTA,4W9,PHANTOM BROWN MET,2015-2022,3,2,CAMPAIGN MEASUREMENT,Coarse
TOYOTA 4X5 (S1),TOYOTA,4X5,DARK BROWN MET PEARL,2015-2015,3,2,CAMPAIGN MEASUREMENT,Coarse
TOYOTA 4X2 (S1),TOYOTA,4X2,AMBER CRYSTAL SHINE,2015-2022,3,2,CAMPAIGN MEASUREMENT,Coarse
TOYOTA 4S6 (S1),TOYOTA,4S6,COPPER BROWN MICA,2004-2009,4,2,CAMPAIGN MEASUREMENT,Extra Coarse
TOYOTA 4X4 (S1),TOYOTA,4X4,VINTAGE BROWN PEARL,2015-20230,3,2,CAMPAIGN MEASUREMENT,Coarse
TOYOTA 3Q8 (S1),TOYOTA,3Q8,DARK RED MICA,2002-2014,3,2,CAMPAIGN MEASUREMENT,Coarse
TOYOTA P12 (S1),TOYOTA,P12,GREYISH PURPLE MICA MET OPAL,2008-2014,2,2,CAMPAIGN MEASUREMENT,Medium
TOYOTA 8W6 (S1),TOYOTA,8W6,GOTHIC,2013-2020,4,2,CAMPAIGN MEASUREMENT,Extra Coarse
TOYOTA 8Q0 (S1),TOYOTA,8Q0,DARK BLUE MICA,2000-2006,3,2,CAMPAIGN MEASUREMENT,Coarse
TOYOTA 8R7 (S1),TOYOTA,8R7,DARK BLUE MICA MET,2003-2017,4,2,CAMPAIGN MEASUREMENT,Extra Coarse
TOYOTA 8J9 (S1),TOYOTA,8J9,BLUE MICA,1993-2014,3,2,CAMPAIGN MEASUREMENT,Coarse
TOYOTA 8T8 (S1),TOYOTA,8T8,DARK BLUE MET,2006-2010,3,2,CAMPAIGN MEASUREMENT,Coarse
TOYOTA G50 (S1),TOYOTA,G50,LIGHT GREEN METALLIC,2010-2014,2,2,CAMPAIGN MEASUREMENT,Medium
TOYOTA 8V1 (S1),TOYOTA,8V1,NIGHT SHADE MET,2009-2017,3,2,CAMPAIGN MEASUREMENT,Coarse
TOYOTA 8T4 (S1),TOYOTA,8T4,BLUE MET,2005-2014,3,2,CAMPAIGN MEASUREMENT,Coarse
TOYOTA 8Q7 (S1),TOYOTA,8Q7,DARK BLUE MICA,2001-2004,2,2,CAMPAIGN MEASUREMENT,Medium
TOYOTA 8T5 (S1),TOYOTA,8T5,DARK BLUE MICA,2006-2019,3,2,CAMPAIGN MEASUREMENT,Coarse
TOYOTA 8R4 (S1),TOYOTA,8R4,DARK BLUE MICA MET,2002-2008,4,2,CAMPAIGN MEASUREMENT,Extra Coarse
TOYOTA 8P4 (S1),TOYOTA,8P4,DARK BLUE MICA MET,1999-2017,3,2,CAMPAIGN MEASUREMENT,Coarse
RENAULT GNA (S2),RENAULT,GNA,NOIR PROFOND NACRE,2005-2022,1,2,CAMPAIGN MEASUREMENT,Fine
AUDI LZ7S (S1),AUDI,LZ7S,DAYTONAGRAU PERLEFFEKT,2003-2023,4,2,CAMPAIGN MEASUREMENT,Extra Coarse
TOYOTA S38 (S1),TOYOTA,S38,TUNGSTEN GRAY MET,2017-2017,3,2,CAMPAIGN MEASUREMENT,Coarse
TOYOTA 8R5 (S1),TOYOTA,8R5,BLUE MET,2003-2010,3,2,CAMPAIGN MEASUREMENT,Coarse
TOYOTA 8U6 (S1),TOYOTA,8U6,BLUE MET,2008-2022,3,2,CAMPAIGN MEASUREMENT,Coarse
TOYOTA 1E5 (S1),TOYOTA,1E5,GREY MICA MET,2001-2006,3,2,CAMPAIGN MEASUREMENT,Coarse
TOYOTA 6A5 (S1),TOYOTA,6A5,BLACK MET,1978-2006,3,2,CAMPAIGN MEASUREMENT,Coarse
TOYOTA 1E9 (S1),TOYOTA,1E9,"	DARK GREY MICA MET",2002-2015,4,2,CAMPAIGN MEASUREMENT,Extra Coarse
TOYOTA 1F9 (S1),TOYOTA,1F9,SLATE MET,2006-2019,4,2,CAMPAIGN MEASUREMENT,Extra Coarse
TOYOTA 1J7 (S1),TOYOTA,1J7,SONIC TITANIUM,2013-2023,2,2,CAMPAIGN MEASUREMENT,Medium
TOYOTA 6V0 (S1),TOYOTA,6V0,JADE GREEN MET,2006-2010,3,2,CAMPAIGN MEASUREMENT,Coarse
TOYOTA 1E4 (S1),TOYOTA,1E4,SILVER MET,2001-2015,3,2,CAMPAIGN MEASUREMENT,Coarse
TOYOTA X07 (S4),TOYOTA,X07,BLACK MICA MET,2004-2021,4,2,CAMPAIGN MEASUREMENT,Extra Coarse
TOYOTA 8M3 (S1),TOYOTA,8M3,LIGHT GREYISH BLUE MICA MET,1997-2014,2,2,CAMPAIGN MEASUREMENT,Medium
TOYOTA 8U5 (S1),TOYOTA,8U5,DARK BLUE MET,2008-2016,4,2,CAMPAIGN MEASUREMENT,Extra Coarse
TOYOTA G37 (S1),TOYOTA,G37,BRITISH GREEN MICA,2000-2012,3,2,CAMPAIGN MEASUREMENT,Coarse
TOYOTA 1H2 (S1),TOYOTA,1H2,DARK STEEL MICA,2009-2018,1,2,CAMPAIGN MEASUREMENT,Fine
TOYOTA 4U2 (S1),TOYOTA,4U2,BROWN MICA MET,2008-2017,3,2,CAMPAIGN MEASUREMENT,Coarse
TOYOTA 4U3 (S1),TOYOTA,4U3,DARK BROWN MICA MET,2008-2023,4,2,CAMPAIGN MEASUREMENT,Extra Coarse
TOYOTA 4V3 (S1),TOYOTA,4V3,FIRE AGATE PEARL MET,2010-2021,4,2,CAMPAIGN MEASUREMENT,Extra Coarse
TOYOTA 6S3 (S1),TOYOTA,6S3,DARK GREEN MICA MET,2000-2013,4,2,CAMPAIGN MEASUREMENT,Extra Coarse
TOYOTA 6T8 (S1),TOYOTA,6T8,DARK GREEN MICA MET,2005-2011,4,2,CAMPAIGN MEASUREMENT,Extra Coarse
TOYOTA R56 (S1),TOYOTA,R56,MAROON MICA,2006-2012,2,2,CAMPAIGN MEASUREMENT,Medium
TOYOTA 8V5 (S1),TOYOTA,8V5,GREYISH BLUE MICA MET,2009-2022,3,2,CAMPAIGN MEASUREMENT,Coarse
TOYOTA 8R3 (S5),TOYOTA,8R3,GREYISH BLUE MET,2002-2020,3,2,CAMPAIGN MEASUREMENT,Coarse
TOYOTA 8R6 (S1),TOYOTA,8R6,LIGHT BLUE MET,2003-2011,3,2,CAMPAIGN MEASUREMENT,Coarse
TOYOTA 8P4 (S2),TOYOTA,8P4,DARK BLUE MICA MET,1999-2017,4,2,CAMPAIGN MEASUREMENT,Extra Coarse
TOYOTA 9AF (S3),TOYOTA,9AF,DARK VIOLET MICA MET,2007-2017,3,2,CAMPAIGN MEASUREMENT,Coarse
TOYOTA 6T7 (S1),TOYOTA,6T7,OLIVE MICA MET,2003-2021,3,2,CAMPAIGN MEASUREMENT,Coarse
TOYOTA 3R9 (S1),TOYOTA,3R9,BORDEAUX MICA METALLIC,2008-2021,1,2,CAMPAIGN MEASUREMENT,Fine
TOYOTA 6T6 (S1),TOYOTA,6T6,LIGHT GREEN MICA MET,2003-2009,3,2,CAMPAIGN MEASUREMENT,Coarse
TOYOTA 785 (S1),TOYOTA,785,DK TEAL M MET,2010-2013,2,2,CAMPAIGN MEASUREMENT,Medium
TOYOTA 3P6 (S1),TOYOTA,3P6,BLACKISH RED MICA,2001-2010,1,2,CAMPAIGN MEASUREMENT,Fine
