SampleID,Tag_Brand,Tag_Color Code,Tag_Color,Tag_Edition,Evaluation,BUCKET,DATABASE,Tag_Coarseness
HYUNDAI QZ (S1),HYUNDAI,QZ,CHAMPAGNE GOLD MET,2008-2011,2,2,CAMPAIGN MEASUREMENT,Medium
HYUNDAI R6D (S1),HYUNDAI,R6D,BEIGE MET,2016-2017,1,2,CAMPAIGN MEASUREMENT,Fine
HYUNDAI R5N (S1),HYUNDAI,R5N,COPPER PENNY MET,2011-2011,3,2,CAMPAIGN MEASUREMENT,Coarse
HYUNDAI BX (S1),HYUNDAI,BX,BRIGHT SILVER MET,1998-2005,2,2,CAMPAIGN MEASUREMENT,Medium
HYUNDAI BX (S2),HYUNDAI,BX,BRIGHT SILVER MET,1998-2005,2,2,CAMPAIGN MEASUREMENT,Medium
HYUNDAI BX (S3),HYUNDAI,BX,BRIGHT SILVER MET,1998-2005,2,2,CAMPAIGN MEASUREMENT,Medium
HYUNDAI M2 (S1),HYUNDAI,M2,MOCHA FROST MET,2005-2007,2,2,CAMPAIGN MEASUREMENT,Medium
HYUNDAI M9 (S1),HYUNDAI,M9,KHAKI GREEN PEARL,2006-2008,2,2,CAMPAIGN MEASUREMENT,Medium
HYUNDAI MJ (S1),HYUNDAI,MJ,SOLAR BLUE MET,1990-1996,3,2,CAMPAIGN MEASUREMENT,Coarse
HYUNDAI ML (S2),HYUNDAI,ML,OYSTER GREY MET,2008-2011,3,2,CAMPAIGN MEASUREMENT,Coarse
HYUNDAI MN (S1),HYUNDAI,MN,MID GREY MET,2000-2003,3,2,CAMPAIGN MEASUREMENT,Coarse
HYUNDAI N2U (S2),HYUNDAI,N2U,BLUE SKY MET,2011-2013,2,2,CAMPAIGN MEASUREMENT,Medium
HYUNDAI N3S (S1),HYUNDAI,N3S,SHIMMERING SILVER MET,2011-2016,2,2,CAMPAIGN MEASUREMENT,Medium
HYUNDAI N5S (S2),HYUNDAI,N5S,TITANIUM GREY MET,2011-2016,3,2,CAMPAIGN MEASUREMENT,Coarse
HYUNDAI 2E (S2),HYUNDAI,2E,DARK GREY MET,2009-2012,3,2,CAMPAIGN MEASUREMENT,Coarse
HYUNDAI 6F (S1),HYUNDAI,6F,BLUE TITANIUM MET,2006-2010,3,2,CAMPAIGN MEASUREMENT,Coarse
HYUNDAI 9G (S1),HYUNDAI,9G,BEIGE MET,2006-2011,2,2,CAMPAIGN MEASUREMENT,Medium
HYUNDAI 9G (S2),HYUNDAI,9G,BEIGE MET,2006-2011,2,2,CAMPAIGN MEASUREMENT,Medium
HYUNDAI 9G (S3),HYUNDAI,9G,BEIGE MET,2006-2011,2,2,CAMPAIGN MEASUREMENT,Medium
HYUNDAI KZ (S2),HYUNDAI,KZ,SUMMER GREEN MICA MET,1998-2001,2,2,CAMPAIGN MEASUREMENT,Medium
HYUNDAI KO (S1),HYUNDAI,KO,PRIME BEIGE MET,2001-2007,2,2,CAMPAIGN MEASUREMENT,Medium
HYUNDAI 2R (S1),HYUNDAI,2R,CONTINENTAL SILVER MET,2006-2012,2,2,CAMPAIGN MEASUREMENT,Medium
HYUNDAI GU (S1),HYUNDAI,GU,LIGHT BEIGE MICA MET,2000-2006,2,2,CAMPAIGN MEASUREMENT,Medium
HYUNDAI GU (S2),HYUNDAI,GU,LIGHT BEIGE MICA MET,2000-2006,2,2,CAMPAIGN MEASUREMENT,Medium
HYUNDAI H1 (S1),HYUNDAI,H1,SILVER BLUE MET,2006-2008,2,2,CAMPAIGN MEASUREMENT,Medium
HYUNDAI H2 (S1),HYUNDAI,H2,REAL EARTH MET,2006-2009,2,2,CAMPAIGN MEASUREMENT,Medium
HYUNDAI HC (S1),HYUNDAI,HC,COOL GREY MICA,1998-2007,3,2,CAMPAIGN MEASUREMENT,Coarse
HYUNDAI LK (S1),HYUNDAI,LK,SATIN GREY MET,2004-2007,1,2,CAMPAIGN MEASUREMENT,Fine
HYUNDAI JQ (S1),HYUNDAI,JQ,LIGHT CHARDONNAY MET,2005-2005,2,2,CAMPAIGN MEASUREMENT,Medium
HYUNDAI KCS (S1),HYUNDAI,KCS,SPARKLING SILVER MET,2015-2018,2,2,CAMPAIGN MEASUREMENT,Medium
HYUNDAI KM (S1),HYUNDAI,KM,HYPER SILVER MET,2008-2009,2,2,CAMPAIGN MEASUREMENT,Medium
HYUNDAI HJ (S1),HYUNDAI,HJ,DOVE GREY MET,1990-1996,1,2,CAMPAIGN MEASUREMENT,Fine
HYUNDAI LO (S1),HYUNDAI,LO,AMETHYST MAUVE MICA MET,2001-2003,3,2,CAMPAIGN MEASUREMENT,Coarse
HYUNDAI 2M (S1),HYUNDAI,2M,DARK GREY PEARL,2006-2011,4,2,CAMPAIGN MEASUREMENT,Extra Coarse
HYUNDAI 6M (S1),HYUNDAI,6M,SILVER MET,2007-2010,2,2,CAMPAIGN MEASUREMENT,Medium
HYUNDAI KO (S2),HYUNDAI,KO,PRIME BEIGE MET,2001-2007,1,2,CAMPAIGN MEASUREMENT,Fine
HYUNDAI B7 (S1),HYUNDAI,B7,GRACE BEIGE MET,2005-2010,2,2,CAMPAIGN MEASUREMENT,Medium
HYUNDAI 9A (S1),HYUNDAI,9A,STEEL GREY MET,2006-2012,3,2,CAMPAIGN MEASUREMENT,Coarse
HYUNDAI 9A (S2),HYUNDAI,9A,STEEL GREY MET,2006-2012,3,2,CAMPAIGN MEASUREMENT,Coarse
HYUNDAI 9D (S2),HYUNDAI,9D,MOONLIGHT BLUE MET,2006-2011,2,2,CAMPAIGN MEASUREMENT,Medium
HYUNDAI BF (S1),HYUNDAI,BF,SLATE BLUE MET,2007-2010,3,2,CAMPAIGN MEASUREMENT,Coarse
HYUNDAI 9W (S1),HYUNDAI,9W,LAGUNA SAND MET,2007-2010,2,2,CAMPAIGN MEASUREMENT,Medium
HYUNDAI CB (S1),HYUNDAI,CB,BRIGHT OLIVE MICA MET,2000-2001,2,2,CAMPAIGN MEASUREMENT,Medium
HYUNDAI 7D (S1),HYUNDAI,7D,VIOLET PEARL,2007-2009,4,2,CAMPAIGN MEASUREMENT,Extra Coarse
HYUNDAI DV (S1),HYUNDAI,DV,OCHRE BEIGE MET,2001-2005,2,2,CAMPAIGN MEASUREMENT,Medium
HYUNDAI FHM (S1),HYUNDAI,FHM,HYPER MET,2009-2014,3,2,CAMPAIGN MEASUREMENT,Coarse
HYUNDAI VU (S1),HYUNDAI,VU,LAKESIDE BLUE PEARL,2015-2018,4,2,CAMPAIGN MEASUREMENT,Extra Coarse
HYUNDAI U5S (S1),HYUNDAI,U5S,PLATINUM SILVER MET,2016-2019,2,2,CAMPAIGN MEASUREMENT,Medium
HYUNDAI G6 (S1),HYUNDAI,G6,CHARMING GREY MET,2005-2010,2,2,CAMPAIGN MEASUREMENT,Medium
HYUNDAI P2U (S1),HYUNDAI,P2U,MONTANO SKY BLUE MET,2013-2015,1,2,CAMPAIGN MEASUREMENT,Fine
HYUNDAI P9R (S1),HYUNDAI,P9R,BOSTON RED PEARL,2011-2019,2,2,CAMPAIGN MEASUREMENT,Medium
HYUNDAI S8N (S1),HYUNDAI,S8N,BROWN MET,2013-2016,3,2,CAMPAIGN MEASUREMENT,Coarse
HYUNDAI SG2 (S1),HYUNDAI,SG2,BATTLESHIP PEARL,2013-2016,1,2,CAMPAIGN MEASUREMENT,Fine
HYUNDAI SU2 (S1),HYUNDAI,SU2,ICE PEARL,2015-2015,1,2,CAMPAIGN MEASUREMENT,Fine
HYUNDAI SW2 (S1),HYUNDAI,SW2,STORM TROOPER PEARL,2013-2018,2,2,CAMPAIGN MEASUREMENT,Medium
HYUNDAI T8T (S1),HYUNDAI,T8T,MOLTEN SILVER MET,2017-2019,2,2,CAMPAIGN MEASUREMENT,Medium
HYUNDAI T9U (S1),HYUNDAI,T9U,CLEARWATER BLUE MET,2011-2016,2,2,CAMPAIGN MEASUREMENT,Medium
HYUNDAI VR4 (S1),HYUNDAI,VR4,RED AWESOME MET,2013-2019,1,2,CAMPAIGN MEASUREMENT,Fine
HYUNDAI WU6 (S1),HYUNDAI,WU6,IBIZA BLUE PEARL,2014-2019,4,2,CAMPAIGN MEASUREMENT,Extra Coarse
HYUNDAI XU6 (S1),HYUNDAI,XU6,HAZE BLUE MET,2014-2016,3,2,CAMPAIGN MEASUREMENT,Coarse
HYUNDAI YW6 (S1),HYUNDAI,YW6,MARBLE WHITE PEARL,2014-2019,2,2,CAMPAIGN MEASUREMENT,Medium
HYUNDAI NR6 (S1),HYUNDAI,NR6,BLACK PURPLE PEARL,2014-2014,2,2,CAMPAIGN MEASUREMENT,Medium
HYUNDAI W8U (S1),HYUNDAI,W8U,DARK BLUE MET,2013-2018,3,2,CAMPAIGN MEASUREMENT,Coarse
HYUNDAI Y2A (S1),HYUNDAI,Y2A,TANGERINE ORANGE PEARL,2015-2018,2,2,CAMPAIGN MEASUREMENT,Medium
HYUNDAI ZD6 (S1),HYUNDAI,ZD6,DAZZLING BLUE MET,2013-2019,4,2,CAMPAIGN MEASUREMENT,Extra Coarse
HYUNDAI ZU3 (S1),HYUNDAI,ZU3,DAZZLING BLUE PEARL MET,2014-2019,4,2,CAMPAIGN MEASUREMENT,Extra Coarse
HYUNDAI W3U (S1),HYUNDAI,W3U,AQUA SPARKLING MET,2014-2019,2,2,CAMPAIGN MEASUREMENT,Medium
HYUNDAI V9U (S1),HYUNDAI,V9U,GLACIER MET,2013-2013,2,2,CAMPAIGN MEASUREMENT,Medium
HYUNDAI U2W (S1),HYUNDAI,U2W,SILKY BEIGE MET,2013-2015,1,2,CAMPAIGN MEASUREMENT,Fine
HYUNDAI V8U (S1),HYUNDAI,V8U,BLUE MET,2013-2016,2,2,CAMPAIGN MEASUREMENT,Medium
HYUNDAI TR2 (S1),HYUNDAI,TR2,VENETIAN RED MET,2010-2016,2,2,CAMPAIGN MEASUREMENT,Medium
HYUNDAI Y8Y (S1),HYUNDAI,Y8Y,SILVER MET,2013-2016,2,2,CAMPAIGN MEASUREMENT,Medium
HYUNDAI NN7 (S1),HYUNDAI,NN7,MOROCCAN PEARL MET,2015-2018,3,2,CAMPAIGN MEASUREMENT,Coarse
HYUNDAI SAG (S1),HYUNDAI,SAG,EMBER GREY MET,2013-2018,2,2,CAMPAIGN MEASUREMENT,Medium
HYUNDAI Y9Y (S1),HYUNDAI,Y9Y,SILVER MET,2013-2018,1,2,CAMPAIGN MEASUREMENT,Fine
HYUNDAI S9A (S1),HYUNDAI,S9A,ORANGE CARAMEL MET,2014-2017,2,2,CAMPAIGN MEASUREMENT,Medium
HYUNDAI TZ (S1),HYUNDAI,TZ,VELVET RED PEARL,2009-2013,2,2,CAMPAIGN MEASUREMENT,Medium
HYUNDAI VEA (S1),HYUNDAI,VEA,ICE SILVER MET,2011-2014,2,2,CAMPAIGN MEASUREMENT,Medium
HYUNDAI TA5 (S1),HYUNDAI,TA5,ATOMIC ORANGE MET,2014-2014,2,2,CAMPAIGN MEASUREMENT,Medium
HYUNDAI TDY (S1),HYUNDAI,TDY,GARNET RED MET,2011-2014,2,2,CAMPAIGN MEASUREMENT,Medium
HYUNDAI TR3 (S1),HYUNDAI,TR3,REMINGTON RED MET,2013-2018,3,2,CAMPAIGN MEASUREMENT,Coarse
HYUNDAI TA8 (S1),HYUNDAI,TA8,TANGERINE MET,2014-2014,2,2,CAMPAIGN MEASUREMENT,Medium
HYUNDAI U6 (S1),HYUNDAI,U6,SPARCKLE BLUE PEARL,2009-2012,3,2,CAMPAIGN MEASUREMENT,Coarse
HYUNDAI WGM (S1),HYUNDAI,WGM,SAPPHIRE BLUE MET,2011-2014,3,2,CAMPAIGN MEASUREMENT,Coarse
HYUNDAI Y5Y (S1),HYUNDAI,Y5Y,MISTIC BEIGE,2014-2014,1,2,CAMPAIGN MEASUREMENT,Fine
HYUNDAI X2R (S1),HYUNDAI,X2R,RED PASSION PEARL,2013-2019,1,2,CAMPAIGN MEASUREMENT,Fine
HYUNDAI U8N (S2),HYUNDAI,U8N,HAZEL BROWN MET,2013-2016,2,2,CAMPAIGN MEASUREMENT,Medium
HYUNDAI X2 (S4),HYUNDAI,X2,LIQUID SILVER MET,2006-2010,2,2,CAMPAIGN MEASUREMENT,Medium
HYUNDAI WEA (S1),HYUNDAI,WEA,DIAMOND SILVER MET,2010-2015,2,2,CAMPAIGN MEASUREMENT,Medium
HYUNDAI WEA (S2),HYUNDAI,WEA,DIAMOND SILVER MET,2010-2015,2,2,CAMPAIGN MEASUREMENT,Medium
HYUNDAI W6Y (S1),HYUNDAI,W6Y,ECHO BEIGE MET,2012-2016,3,2,CAMPAIGN MEASUREMENT,Coarse
HYUNDAI Y6S (S1),HYUNDAI,Y6S,SANTIAGO SILVER MET,2014-2019,2,2,CAMPAIGN MEASUREMENT,Medium
HYUNDAI UEB (S2),HYUNDAI,UEB,BLUE PEARL,2010-2014,1,2,CAMPAIGN MEASUREMENT,Fine
HYUNDAI THE (S3),HYUNDAI,THE,AURORA BLUE MET,2010-2013,3,2,CAMPAIGN MEASUREMENT,Coarse
HYUNDAI VEA (S3),HYUNDAI,VEA,ICE SILVER MET,2011-2014,2,2,CAMPAIGN MEASUREMENT,Medium
HYUNDAI ZBF (S2),HYUNDAI,ZBF,BRONZE MET,2011-2014,2,2,CAMPAIGN MEASUREMENT,Medium
HYUNDAI U2W (S1),HYUNDAI,U2W,SILKY BEIGE MET,2013-2015,1,2,CAMPAIGN MEASUREMENT,Fine
HYUNDAI YAR (S1),HYUNDAI,YAR,EYE BLUE MET,2009-2009,2,2,CAMPAIGN MEASUREMENT,Medium
HYUNDAI NCA (S5),HYUNDAI,NCA,SLEEK SILVER MET,2008-2012,2,2,CAMPAIGN MEASUREMENT,Medium
HYUNDAI BY (S1),HYUNDAI,BY,PRIME GREEN PEARL MET,1999-2007,3,2,CAMPAIGN MEASUREMENT,Coarse
HYUNDAI PAB (S1),HYUNDAI,PAB,BLUE PASSION PEARL,2010-2011,2,2,CAMPAIGN MEASUREMENT,Medium
HYUNDAI S2R (S3),HYUNDAI,S2R,RED ALLURE MET,2011-2013,2,2,CAMPAIGN MEASUREMENT,Medium
HYUNDAI RR7 (S2),HYUNDAI,RR7,SUNSET MET,2013-2018,2,2,CAMPAIGN MEASUREMENT,Medium
HYUNDAI BV (S1),HYUNDAI,BV,VIVID BLUE MET,2006-2012,3,2,CAMPAIGN MEASUREMENT,Coarse
HYUNDAI R9A (S2),HYUNDAI,R9A,VITAMIN C MET,2011-2019,2,2,CAMPAIGN MEASUREMENT,Medium
HYUNDAI S7U (S1),HYUNDAI,S7U,ATLANTIC BLUE MET,2011-2013,3,2,CAMPAIGN MEASUREMENT,Coarse
HYUNDAI J9 (S1),HYUNDAI,J9,EVENING SAILING GOLD MET,2007-2009,2,2,CAMPAIGN MEASUREMENT,Medium
HYUNDAI SAZ (S1),HYUNDAI,SAZ,GARNET RED MICA,2010-2015,1,2,CAMPAIGN MEASUREMENT,Fine
HYUNDAI KA (S1),HYUNDAI,KA,EXTREME BLUE PEARL,2009-2011,2,2,CAMPAIGN MEASUREMENT,Medium
HYUNDAI PXA (S1),HYUNDAI,PXA,PURPLE FANTASIA MET,2011-2014,2,2,CAMPAIGN MEASUREMENT,Medium
HYUNDAI QU (S1),HYUNDAI,QU,CHAMPAGNE SILVER MET,2008-2012,2,2,CAMPAIGN MEASUREMENT,Medium
HYUNDAI NU5 (S1),HYUNDAI,NU5,SKY HIGH,2014-2014,2,2,CAMPAIGN MEASUREMENT,Medium
HYUNDAI P2S- (S1),HYUNDAI,P2S-,SHIMMERING SILVER MET,2013-2014,2,2,CAMPAIGN MEASUREMENT,Medium
HYUNDAI NJA (S1),HYUNDAI,NJA,LIME GREEN MET,2009-2012,2,2,CAMPAIGN MEASUREMENT,Medium
HYUNDAI NHA (S1),HYUNDAI,NHA,BLUE SAPPHIRE MET,2009-2012,3,2,CAMPAIGN MEASUREMENT,Coarse
HYUNDAI SWA (S1),HYUNDAI,SWA,GLACIER WHITE PEARL,2012-2012,1,2,CAMPAIGN MEASUREMENT,Fine
HYUNDAI WK (S2),HYUNDAI,WK,CHAMPAGNE SILVER MET,2009-2012,2,2,CAMPAIGN MEASUREMENT,Medium
HYUNDAI WBB (S1),HYUNDAI,WBB,COOL BROWN MET,2010-2012,3,2,CAMPAIGN MEASUREMENT,Coarse
HYUNDAI VR5 (S1),HYUNDAI,VR5,BLACK BERRY PEARL,2012-2012,2,2,CAMPAIGN MEASUREMENT,Medium
HYUNDAI XX (S1),HYUNDAI,XX,TIDAL WAVE MET,2003-2007,3,2,CAMPAIGN MEASUREMENT,Coarse
HYUNDAI XX (S2),HYUNDAI,XX,TIDAL WAVE MET,2003-2007,2,2,CAMPAIGN MEASUREMENT,Medium
HYUNDAI WO (S1),HYUNDAI,WO,LILAC BLUE MET,2003-2005,2,2,CAMPAIGN MEASUREMENT,Medium
HYUNDAI WO (S3),HYUNDAI,WO,LILAC BLUE MET,2003-2005,2,2,CAMPAIGN MEASUREMENT,Medium
HYUNDAI Z9 (S1),HYUNDAI,Z9,CRYSTAL SILVER MET,2006-2010,2,2,CAMPAIGN MEASUREMENT,Medium
HYUNDAI YQ (S1),HYUNDAI,YQ,ARDOR BLUE MET,2001-2005,2,2,CAMPAIGN MEASUREMENT,Medium
HYUNDAI YO (S1),HYUNDAI,YO,LIME GREEN MET,2003-2007,1,2,CAMPAIGN MEASUREMENT,Fine
HYUNDAI YO (S2),HYUNDAI,YO,LIME GREEN MET,2003-2007,1,2,CAMPAIGN MEASUREMENT,Fine
HYUNDAI X6U (S1),HYUNDAI,X6U,BLUE JADE MET,2012-2014,2,2,CAMPAIGN MEASUREMENT,Medium
HYUNDAI XAF (S1),HYUNDAI,XAF,ICE BLUE MET,2011-2016,1,2,CAMPAIGN MEASUREMENT,Fine
HYUNDAI YV (S1),HYUNDAI,YV,CAPE BLUE MET,1995-2001,2,2,CAMPAIGN MEASUREMENT,Medium
HYUNDAI YK (S1),HYUNDAI,YK,WARM SILVER MET,1997-2010,2,2,CAMPAIGN MEASUREMENT,Medium
HYUNDAI UG (S1),HYUNDAI,UG,GREEN BEAN MET,2002-2006,2,2,CAMPAIGN MEASUREMENT,Medium
HYUNDAI TP (S1),HYUNDAI,TP,TROPIC GREEN PEARL,2000-2005,1,2,CAMPAIGN MEASUREMENT,Fine
HYUNDAI XAF (S2),HYUNDAI,XAF,ICE BLUE MET,2011-2016,1,2,CAMPAIGN MEASUREMENT,Fine
HYUNDAI NDA (S3),HYUNDAI,NDA,GREY TITANIUM MET,2009-2012,3,2,CAMPAIGN MEASUREMENT,Coarse
HYUNDAI NMA (S2),HYUNDAI,NMA,CARBON STEEL MIST MET,2010-2012,2,2,CAMPAIGN MEASUREMENT,Medium
HYUNDAI M8S (S1),HYUNDAI,M8S,TITANIUM SILVER MET,2013-2013,2,2,CAMPAIGN MEASUREMENT,Medium
HYUNDAI RHM (S1),HYUNDAI,RHM,SLEEK SILVER MET,2011-2019,2,2,CAMPAIGN MEASUREMENT,Medium
HYUNDAI NER (S1),HYUNDAI,NER,MAHARAJAH RED MET,2011-2014,2,2,CAMPAIGN MEASUREMENT,Medium
HYUNDAI MW (S1),HYUNDAI,MW,GLACIER SILVER MET,1981-1998,1,2,CAMPAIGN MEASUREMENT,Fine
HYUNDAI N2U (S3),HYUNDAI,N2U,BLUE SKY MET,2011-2013,2,2,CAMPAIGN MEASUREMENT,Medium
HYUNDAI MTS (S2),HYUNDAI,MTS,SHIMMERING AIR SILVER MET,2013-2016,2,2,CAMPAIGN MEASUREMENT,Medium
HYUNDAI THE (S1),HYUNDAI,THE,AURORA BLUE MET,2010-2013,2,2,CAMPAIGN MEASUREMENT,Medium
HYUNDAI T9U (S2),HYUNDAI,T9U,CLEARWATER BLUE MET,2011-2016,2,2,CAMPAIGN MEASUREMENT,Medium
HYUNDAI SV (S1),HYUNDAI,SV,CAMEL BEIGE PEARL MET,2009-2011,2,2,CAMPAIGN MEASUREMENT,Medium
HYUNDAI VE9 (S1),HYUNDAI,VE9,GREEN APPLE MET,2011-2016,2,2,CAMPAIGN MEASUREMENT,Medium
HYUNDAI PX (S2),HYUNDAI,PX,GRACIER SILVER MET,2004-2009,#N/A,2,CAMPAIGN MEASUREMENT,#N/A
HYUNDAI PUE (S1),HYUNDAI,PUE,TWILIGHT BLUE PEARL,2012-2013,3,2,CAMPAIGN MEASUREMENT,Coarse
HYUNDAI RW (S1),HYUNDAI,RW,VIVID BLUE MET,2008-2009,2,2,CAMPAIGN MEASUREMENT,Medium
HYUNDAI R9A (S1),HYUNDAI,R9A,VITAMIN C MET,2011-2018,2,2,CAMPAIGN MEASUREMENT,Medium
HYUNDAI SCM (S2),HYUNDAI,SCM,KIWI GREEN MET,2010-2013,2,2,CAMPAIGN MEASUREMENT,Medium
HYUNDAI OL (S2),HYUNDAI,OL,MARINE BLUE MET,2005-2010,3,2,CAMPAIGN MEASUREMENT,Coarse
HYUNDAI JP (S2),HYUNDAI,JP,BRONZE GREY MET,2007-2011,2,2,CAMPAIGN MEASUREMENT,Medium
HYUNDAI OU (S1),HYUNDAI,OU,SANDAL WOOD MET,1993-2000,1,2,CAMPAIGN MEASUREMENT,Fine
HYUNDAI 2B (S1),HYUNDAI,2B,BRIGHT BLUE MET,2006-2011,2,2,CAMPAIGN MEASUREMENT,Medium
HYUNDAI 2B (S2),HYUNDAI,2B,BRIGHT BLUE MET,2006-2011,2,2,CAMPAIGN MEASUREMENT,Medium
HYUNDAI 5J (S1),HYUNDAI,5J,SUPERIOR RED MET,2006-2014,1,2,CAMPAIGN MEASUREMENT,Fine
HYUNDAI H1 (S3),HYUNDAI,H1,SILVER BLUE MET,2006-2008,2,2,CAMPAIGN MEASUREMENT,Medium
HYUNDAI K1 (S1),HYUNDAI,K1,BRIGHT SILVER MET,2006-2009,2,2,CAMPAIGN MEASUREMENT,Medium
HYUNDAI TK (S1),HYUNDAI,TK,ELECTRIC GREEN MET,2009-2012,1,2,CAMPAIGN MEASUREMENT,Fine
HYUNDAI TK (S2),HYUNDAI,TK,ELECTRIC GREEN MET,2009-2012,2,2,CAMPAIGN MEASUREMENT,Medium
HYUNDAI N2 (S1),HYUNDAI,N2,PURE WHITE PEARL,2005-2015,1,2,CAMPAIGN MEASUREMENT,Fine
HYUNDAI PW6 (S1),HYUNDAI,PW6,WHITE CRYSTAL PEARL,2012-2018,2,2,CAMPAIGN MEASUREMENT,Medium
HYUNDAI AA3 (S2),HYUNDAI,AA3,SIRIUS SILVER MET,2010-2012,2,2,CAMPAIGN MEASUREMENT,Medium
HYUNDAI AT (S1),HYUNDAI,AT,WHITE FROST PEARL,2009-2015,1,2,CAMPAIGN MEASUREMENT,Fine
HYUNDAI 5Q (S3),HYUNDAI,5Q,BLUE ONYX PEARL,2006-2012,2,2,CAMPAIGN MEASUREMENT,Medium
HYUNDAI 5F (S1),HYUNDAI,5F,REDFIRE PEARL,2007-2008,1,2,CAMPAIGN MEASUREMENT,Fine
HYUNDAI 5R (S3),HYUNDAI,5R,DARK RED MET,2006-2011,2,2,CAMPAIGN MEASUREMENT,Medium
HYUNDAI AH (S2),HYUNDAI,AH,CRIMSON PEARL MET,2002-2007,1,2,CAMPAIGN MEASUREMENT,Fine
HYUNDAI CS (S1),HYUNDAI,CS,CLEAN SILVER MET,2000-2007,2,2,CAMPAIGN MEASUREMENT,Medium
HYUNDAI AJ (S1),HYUNDAI,AJ,WHITE CRYSTAL PEARLCOAT,2008-2011,1,2,CAMPAIGN MEASUREMENT,Fine
HYUNDAI AH (S1),HYUNDAI,AH,CRIMSON PEARL MET,2002-2007,1,2,CAMPAIGN MEASUREMENT,Fine
HYUNDAI BV (S2),HYUNDAI,BV,VIVID BLUE MET,2006-2012,2,2,CAMPAIGN MEASUREMENT,Medium
HYUNDAI AA3 (S1),HYUNDAI,AA3,SIRIUS SILVER MET,2010-2012,2,2,CAMPAIGN MEASUREMENT,Medium
HYUNDAI P5P (S1),HYUNDAI,P5P,PINK SHELL MET,2013-2013,2,2,CAMPAIGN MEASUREMENT,Medium
HYUNDAI DJ (S1),HYUNDAI,DJ,VELVET RED PEARL,2008-2010,3,2,CAMPAIGN MEASUREMENT,Coarse
HYUNDAI CM (S1),HYUNDAI,CM,DEEP OCEAN BLUE BRIGHTER MET,2009-2011,2,2,CAMPAIGN MEASUREMENT,Medium
HYUNDAI BW (S1),HYUNDAI,BW,CHAMPAGNE SILVER MET,2004-2010,3,2,CAMPAIGN MEASUREMENT,Coarse
HYUNDAI BU (S4),HYUNDAI,BU,AQUA SILVER MET,2005-2010,3,2,CAMPAIGN MEASUREMENT,Coarse
HYUNDAI BR (S1),HYUNDAI,BR,MISTIC BLUE PEARL,2008-2011,2,2,CAMPAIGN MEASUREMENT,Medium
HYUNDAI 5S (S1),HYUNDAI,5S,SILVER PEARL MET,2006-2011,2,2,CAMPAIGN MEASUREMENT,Medium
HYUNDAI 5S (S2),HYUNDAI,5S,SILVER PEARL MET,2006-2011,2,2,CAMPAIGN MEASUREMENT,Medium
HYUNDAI 6C (S3),HYUNDAI,6C,CLEAR SILVER MET,2007-2009,2,2,CAMPAIGN MEASUREMENT,Medium
HYUNDAI BY (S2),HYUNDAI,BY,PRIME GREEN PEARL MET,1997-2007,3,2,CAMPAIGN MEASUREMENT,Coarse
HYUNDAI BY (S3),HYUNDAI,BY,PRIME GREEN PEARL MET,1997-2007,2,2,CAMPAIGN MEASUREMENT,Medium
HYUNDAI DR (S1),HYUNDAI,DR,RIO RED PEARL,2007-2010,2,2,CAMPAIGN MEASUREMENT,Medium
HYUNDAI DE (S1),HYUNDAI,DE,ALPINE BLUE MET,2008-2012,3,2,CAMPAIGN MEASUREMENT,Coarse
HYUNDAI BK (S1),HYUNDAI,BK,IRON SILVER MET,2008-2011,2,2,CAMPAIGN MEASUREMENT,Medium
HYUNDAI BK (S2),HYUNDAI,BK,IRON SILVER MET,2008-2011,2,2,CAMPAIGN MEASUREMENT,Medium
HYUNDAI 9D (S3),HYUNDAI,9D,MOONLIGHT BLUE MET,2006-2011,2,2,CAMPAIGN MEASUREMENT,Medium
HYUNDAI 6C (S1),HYUNDAI,6C,CLEAR SILVER MET,2007-2009,2,2,CAMPAIGN MEASUREMENT,Medium
HYUNDAI 5R (S1),HYUNDAI,5R,DARK RED MET,2006-2011,2,2,CAMPAIGN MEASUREMENT,Medium
NISSAN KBV (S1),NISSAN,KBV,STERLING SILVER MET,2018-2018,2,2,CAMPAIGN MEASUREMENT,Medium
NISSAN KBT (S1),NISSAN,KBT,LIGHT GREY MET,2016-2017,1,2,CAMPAIGN MEASUREMENT,Fine
NISSAN KBR (S1),NISSAN,KBR,GREENISH SILVER MET,2017-2019,2,2,CAMPAIGN MEASUREMENT,Medium
NISSAN KBB (S1),NISSAN,KBB,SILVER METALLIC,2010-2014,1,2,CAMPAIGN MEASUREMENT,Fine
NISSAN KR2 (S1),NISSAN,KR2,GREY MET,1995-2005,2,2,CAMPAIGN MEASUREMENT,Medium
NISSAN RBR (S1),NISSAN,RBR,BLUE PEARL,2014-2019,2,2,CAMPAIGN MEASUREMENT,Medium
NISSAN WV2 (S2),NISSAN,WV2,SPARKLING SILVER MET,1999-2010,2,2,CAMPAIGN MEASUREMENT,Medium
NISSAN NBB (S1),NISSAN,NBB,RED PEARL MET,2015-2017,2,2,CAMPAIGN MEASUREMENT,Medium
NISSAN RBN (S1),NISSAN,RBN,INK BLUE PEARL,2014-2019,2,2,CAMPAIGN MEASUREMENT,Medium
NISSAN TMB (S1),NISSAN,TMB,ICE BLUE,2017-2018,2,2,CAMPAIGN MEASUREMENT,Medium
NISSAN NAY (S1),NISSAN,NAY,RED PEARL MET,2015-2016,2,2,CAMPAIGN MEASUREMENT,Medium
